dmr_make,dmr_model,age_band,band_years,approx_age_years,price_bracket_id,price_bracket_label,entry_price_dkk,entry_price_reference_km,exit_age_band,hold_years,shorter_than_6yr_horizon,horizon_available,resale_price_dkk,mileage_adjustment_factor,depreciation_dkk,depreciation_available,fuel_total_dkk,ejerafgift_total_dkk,repair_total_dkk,tco_total_dkk,tco_per_year,running_cost_per_year,standardized_pass_rate,raw_pass_rate,repair_burden_index,median_annual_fuel_cost_dkk,median_annual_ejerafgift_dkk,engagement_score,reliability_unstable,meets_stability_floor,dk_vehicle_count,n_nt_tests,price_n_listings,price_pooled_at_brand,price_calibration_factor,price_confidence,donor_model,excluded_from_rank,excluded_from_running_cost_rank,exclusion_reason,is_hybrid,is_diesel_dominant,cost_rank_in_group,cost_tier,value_for_money_score,value_for_money_weight_cost,value_for_money_weight_engagement,value_for_money_rank_in_group,value_for_money_tier,running_cost_rank_overall,running_cost_tier
SKODA,FABIA COMBI,1,2020-2022,5.0,3,"90,000-150,000 DKK",94210,105250,3,6.0,False,True,40393,0.8002,53817,True,68277,9600,5747,137442,22907,13937,0.8113,0.8241,0.3193,11379.545454545456,1600.0,0.5356,False,True,4,187204,25,False,0.6677,low,,True,True,insufficient_dk_fleet,False,False,,,,,,,,,
SKODA,FABIA COMBI,2,2017-2019,8.0,2,"50,000-90,000 DKK",65657,139375,4,6.5,False,True,33725,0.8906,31932,True,71686,10400,9563,123581,19012,14100,0.7501,0.7677,0.4904,11028.634361233482,1600.0,0.3848,False,True,35,206097,25,False,0.6677,low,,True,True,insufficient_dk_fleet,False,False,,,,,,,,,
SKODA,FABIA COMBI,3,2014-2016,11.0,2,"50,000-90,000 DKK",50477,139375,4,3.5,True,True,40356,1.0657,10121,True,45637,6160,8139,70057,20016,17124,0.6775,0.6963,0.7751,13039.062500000002,1760.0,0.4818,False,True,1633,174709,25,False,0.6677,low,,False,False,,False,False,42,A,0.6187,0.5,0.5,33,A,294,B
SKODA,FABIA COMBI,4,2010-2013,14.5,1,"Up to 50,000 DKK",37867,207833,,,,False,,,,False,,,,,18941,18941,0.5603,0.5751,1.3808,13039.062500000002,1760.0,0.4224,False,True,6407,180813,25,False,0.6677,low,,False,False,,False,False,42,B,0.4933,0.5,0.5,38,B,365,B
MAZDA,MAZDA2,1,2020-2022,5.0,3,"90,000-150,000 DKK",111716,105250,3,6.0,False,True,67328,0.8002,44388,True,59628,8402,5461,117880,19647,12249,0.8428,0.8593,0.3034,9938.0409,1400.4036,0.5221,False,True,892,91325,35,False,0.7098,medium,,False,False,,False,False,6,S,0.6933,0.5,0.5,19,A,58,A
MAZDA,MAZDA2,2,2017-2019,8.0,3,"90,000-150,000 DKK",118126,139375,4,6.5,False,True,47336,0.8906,70790,True,73302,9879,10813,164784,25351,14461,0.7319,0.7641,0.5545,11277.2293,1519.8023,0.5465,False,True,2630,106567,35,False,0.7098,medium,,False,False,,False,False,40,B,0.5882,0.5,0.5,43,B,150,A
MAZDA,MAZDA2,3,2014-2016,11.0,2,"50,000-90,000 DKK",84136,139375,4,3.5,True,True,56642,1.0657,27494,True,41133,3220,11153,83000,23714,15859,0.5879,0.6287,1.0622,11752.2048,920.0,0.6118,False,True,3027,118423,35,False,0.6677,medium,,False,False,,False,False,106,C,0.5324,0.5,0.5,63,B,219,B
MAZDA,MAZDA2,4,2010-2013,14.5,2,"50,000-90,000 DKK",53149,207833,,,,False,,,,False,,,,,19135,19135,0.5252,0.5519,1.6285,12706.8726,1542.6942,0.5472,False,True,3823,131257,35,False,0.6677,medium,,False,False,,False,False,28,A,0.759,0.5,0.5,9,S,372,B
FORD,MONDEO,1,2020-2022,5.0,4,"150,000-250,000 DKK",159153,105250,3,6.0,False,True,65284,0.8002,93869,True,71550,27840,6397,199657,33276,17631,0.8651,0.8402,0.3554,11925.0,4640.0,0.6523,False,True,451,99610,836,False,0.7098,high,,False,False,,False,True,34,B,0.6341,0.5,0.5,20,A,316,B
FORD,MONDEO,2,2017-2019,8.0,3,"90,000-150,000 DKK",124728,139375,4,6.5,False,True,45564,0.8906,79164,True,83592,30160,12000,204916,31526,19346,0.8099,0.7645,0.6154,12860.29411764706,4640.0,0.6517,False,True,2581,170752,836,False,0.7098,high,,False,False,,False,True,91,C,0.5,0.5,0.5,63,B,383,C
FORD,MONDEO,3,2014-2016,11.0,2,"50,000-90,000 DKK",81581,139375,4,3.5,True,True,54522,1.0657,27059,True,45011,13860,11458,97388,27825,20094,0.6967,0.6497,1.0912,12860.29411764706,3960.0,0.6724,False,True,1711,179621,836,False,0.6677,high,,False,False,,False,True,137,D,0.4676,0.5,0.5,88,B,408,C
FORD,MONDEO,4,2010-2013,14.5,2,"50,000-90,000 DKK",51160,207833,,,,False,,,,False,,,,,22477,22477,0.6151,0.5756,1.5522,12860.29411764706,4960.0,0.5197,False,True,883,233319,836,False,0.6677,high,,False,False,,False,True,87,B,0.5288,0.5,0.5,65,B,465,C
MAZDA,MAZDA6,1,2020-2022,5.0,4,"150,000-250,000 DKK",245258,105250,3,6.0,False,True,115117,0.8002,130141,True,85834,19560,6379,241915,40319,18629,0.8455,0.8345,0.3544,14305.714285714286,3260.0,0.6977,False,True,97,48336,559,True,0.7098,low,,False,False,,False,False,63,C,0.5366,0.5,0.5,33,B,355,B
MAZDA,MAZDA6,2,2017-2019,8.0,4,"150,000-250,000 DKK",193568,139375,4,6.5,False,True,76464,0.8906,117104,True,97442,21190,11985,247721,38111,20095,0.7736,0.7524,0.6146,14991.017964071858,3260.0,0.7346,False,True,1347,69498,559,True,0.7098,low,,False,False,,False,False,56,B,0.6463,0.5,0.5,17,A,409,C
MAZDA,MAZDA6,3,2014-2016,11.0,3,"90,000-150,000 DKK",143855,139375,4,3.5,True,True,91496,1.0657,52359,True,52469,9030,12384,126241,36069,21109,0.6796,0.6473,1.1794,14991.017964071858,2580.0,0.7513,False,True,1402,54563,559,True,0.7098,low,,False,False,,False,True,115,D,0.4832,0.5,0.5,66,B,439,C
MAZDA,MAZDA6,4,2010-2013,14.5,2,"50,000-90,000 DKK",85854,207833,,,,False,,,,False,,,,,25911,25911,0.588,0.5669,1.8477,16048.076923076924,4320.0,0.6683,False,True,1866,57890,559,True,0.6677,low,,False,False,,False,False,131,D,0.4784,0.5,0.5,81,B,509,D
SEAT,TOLEDO,2,2017-2019,8.0,2,"50,000-90,000 DKK",63316,139375,4,6.5,False,True,39139,0.8906,24177,True,78234,9880,16606,128897,19830,16111,0.734,0.6949,0.8516,12036.057692307691,1520.0,0.6317,False,True,760,9467,74,False,0.6677,medium,,False,False,,False,False,38,A,0.7914,0.5,0.5,5,S,233,B
SEAT,TOLEDO,3,2014-2016,11.0,2,"50,000-90,000 DKK",56445,139375,4,3.5,True,True,46834,1.0657,9611,True,42952,3220,11167,66950,19129,16383,0.682,0.6532,1.0635,12272.058823529414,920.0,0.629,False,True,1548,3858,74,False,0.6677,medium,,False,False,,False,False,27,A,0.8273,0.5,0.5,1,S,250,B
SEAT,TOLEDO,4,2010-2013,14.5,1,"Up to 50,000 DKK",43946,207833,,,,False,,,,False,,,,,20649,20649,0.5117,0.4898,2.0386,12772.959183673469,1760.0,0.65,True,False,268,984,74,False,0.6677,medium,,True,True,reliability_unstable,False,False,,,,,,,,,
FORD,MONDEO STATIONCAR,1,2020-2022,5.0,3,"90,000-150,000 DKK",139993,105250,3,6.0,False,True,67076,0.8002,72917,True,75018,30840,6397,185173,30862,18709,0.8651,0.8402,0.3554,12503.063725490196,5140.0,0.596,False,True,2,99610,207,False,0.7098,high,,True,True,insufficient_dk_fleet,False,True,,,,,,,,,
FORD,MONDEO STATIONCAR,2,2017-2019,8.0,3,"90,000-150,000 DKK",132002,139375,4,6.5,False,True,47272,0.8906,84730,True,81984,27950,12000,206665,31795,18759,0.8099,0.7645,0.6154,12612.980769230766,4300.0,0.5353,False,True,16,170752,207,False,0.7098,high,,True,True,insufficient_dk_fleet,False,True,,,,,,,,,
FORD,MONDEO STATIONCAR,3,2014-2016,11.0,2,"50,000-90,000 DKK",83821,139375,4,3.5,True,True,56565,1.0657,27256,True,45011,17360,11458,101085,28881,21094,0.6967,0.6497,1.0912,12860.29411764706,4960.0,0.6006,False,True,35,179621,207,False,0.6677,high,,True,True,insufficient_dk_fleet,False,True,,,,,,,,,
FORD,MONDEO STATIONCAR,4,2010-2013,14.5,2,"50,000-90,000 DKK",53077,207833,,,,False,,,,False,,,,,25293,25293,0.6151,0.5756,1.5522,14656.424581005585,5980.0,0.554,False,True,2391,233319,207,False,0.6677,high,,False,False,,False,True,123,C,0.4281,0.5,0.5,99,C,505,D
HONDA,CR-V,1,2020-2022,5.0,5,"Above 250,000 DKK",325475,105250,3,6.0,False,True,126615,0.8002,198860,True,89411,19560,4522,312353,52059,18915,0.8927,0.8927,0.2512,14901.785714285714,3260.0,0.4752,False,True,188,116770,459,False,0.7098,high,,False,False,,True,False,25,B,0.3704,0.5,0.5,46,C,363,B
HONDA,CR-V,2,2017-2019,8.0,4,"150,000-250,000 DKK",226637,139375,4,6.5,False,True,87035,0.8906,139602,True,81364,23400,8588,252953,38916,17439,0.851,0.8466,0.4404,12517.500000000002,3600.0,0.4868,False,True,620,164910,459,False,0.7098,high,,False,False,,False,False,59,B,0.2805,0.5,0.5,75,C,310,B
HONDA,CR-V,3,2014-2016,11.0,4,"150,000-250,000 DKK",158223,139375,4,3.5,True,True,104146,1.0657,54077,True,46848,17360,7970,126255,36073,20622,0.7871,0.7769,0.759,13385.20408163265,4960.0,0.5628,False,True,973,144194,459,False,0.7098,high,,False,False,,False,True,47,B,0.4207,0.5,0.5,54,B,427,C
HONDA,CR-V,4,2010-2013,14.5,3,"90,000-150,000 DKK",97724,207833,,,,False,,,,False,,,,,32016,32016,0.6858,0.6458,1.5652,20520.49180327869,6800.0,0.5945,False,True,566,175768,459,False,0.6677,high,,False,False,,False,False,95,C,0.3992,0.5,0.5,82,B,530,D
KIA,Stonic,1,2020-2022,5.0,4,"150,000-250,000 DKK",150675,105250,3,,False,True,,,,False,,,,,13456,13456,0.852,0.8646,0.2267,11176.339285714288,1600.0,0.5032,False,True,829,47837,117,False,0.7098,high,,True,False,no_exit_band_data,False,False,,,,,,,,104,A
KIA,Stonic,2,2017-2019,8.0,3,"90,000-150,000 DKK",131296,139375,4,,False,True,,,,False,,,,,15016,15016,0.8139,0.8362,0.2994,12517.500000000002,1600.0,0.4506,False,True,1305,2973,117,False,0.7098,high,,True,False,no_exit_band_data,False,False,,,,,,,,182,B
MERCEDES-BENZ,GLA,1,2020-2022,5.0,5,"Above 250,000 DKK",347328,105250,3,6.0,False,True,162996,0.8002,184332,True,52156,7680,8528,252696,42116,11394,0.8607,0.8644,0.4738,8692.708333333334,1280.0,0.492,False,True,1240,157652,194,False,0.7098,high,,False,False,,False,False,10,A,0.5278,0.5,0.5,23,B,48,S
MERCEDES-BENZ,GLA,2,2017-2019,8.0,4,"150,000-250,000 DKK",239329,139375,4,,False,True,,,,False,,,,,20542,20542,0.799,0.8002,0.8519,14726.470588235296,3260.0,0.7131,False,True,362,85299,194,False,0.7098,high,,True,False,no_exit_band_data,False,False,,,,,,,,424,C
MERCEDES-BENZ,GLA,3,2014-2016,11.0,4,"150,000-250,000 DKK",203687,139375,4,,True,True,,,,False,,,,,19469,19469,0.7698,0.7761,1.0547,13385.20408163265,2920.0,0.7246,False,True,229,8307,194,False,0.7098,high,,True,False,no_exit_band_data,False,True,,,,,,,,387,C
BMW,2-Serie,1,2020-2022,5.0,5,"Above 250,000 DKK",365835,105250,3,6.0,False,True,117226,0.8002,248609,True,70854,9600,8494,337557,56260,14825,0.856,0.8583,0.4719,11808.962264150945,1600.0,0.3927,False,True,317,213728,261,False,0.7098,high,,False,False,,False,False,30,B,0.2778,0.5,0.5,49,C,166,B
BMW,2-Serie,2,2017-2019,8.0,4,"150,000-250,000 DKK",205415,139375,4,,False,True,,,,False,,,,,16842,16842,0.807,0.8099,0.7015,11817.567567567568,2920.0,0.605,False,True,667,147668,261,False,0.7098,high,,True,False,no_exit_band_data,False,False,,,,,,,,271,B
BMW,2-Serie,3,2014-2016,11.0,3,"90,000-150,000 DKK",146490,139375,4,,True,True,,,,False,,,,,17671,17671,0.7596,0.7639,0.9779,11817.567567567568,2920.0,0.6668,False,True,790,13126,261,False,0.7098,high,,True,False,no_exit_band_data,False,True,,,,,,,,320,B
FIAT,Punto S7,2,2017-2019,8.0,3,"90,000-150,000 DKK",96410,139375,4,6.5,False,True,43133,0.8906,53277,True,61874,5980,20884,142015,21848,13652,0.5967,0.618,1.071,9519.011406844107,920.0,0.3862,False,True,128,33713,575,True,0.6677,low,,False,False,,False,False,11,S,0.5504,0.5,0.5,51,B,110,A
FIAT,Punto S7,3,2014-2016,11.0,2,"50,000-90,000 DKK",71692,139375,4,3.5,True,True,51613,1.0657,20079,True,33317,3220,13459,70075,20021,14284,0.5573,0.5688,1.2818,9519.011406844107,920.0,0.3804,False,True,1025,64779,575,True,0.6677,low,,False,False,,False,False,43,B,0.482,0.5,0.5,80,B,140,A
FIAT,Punto S7,4,2010-2013,14.5,1,"Up to 50,000 DKK",48430,207833,,,,False,,,,False,,,,,17204,17204,0.5148,0.5306,1.6416,10518.90756302521,1760.0,0.3893,False,True,537,98208,575,True,0.6677,low,,False,False,,False,False,22,A,0.6067,0.5,0.5,22,A,299,B
VOLKSWAGEN,CALIFORNIA,1,2020-2022,5.0,5,"Above 250,000 DKK",939747,105250,3,6.0,False,True,458811,0.8002,480936,True,102882,52560,5695,642073,107012,26856,0.8412,0.8561,0.3164,17147.05882352941,8760.0,0.1958,False,True,841,12571,71,False,0.7098,medium,,False,False,,False,True,54,D,0.037,0.5,0.5,55,D,517,D
VOLKSWAGEN,CALIFORNIA,2,2017-2019,8.0,5,"Above 250,000 DKK",711852,139375,4,6.5,False,True,510639,0.8906,201213,True,114448,59670,9520,384851,59208,28252,0.7855,0.8037,0.4882,17607.38255033557,9180.0,0.1934,False,True,422,10025,71,False,0.7098,medium,,False,False,,False,True,33,B,0.213,0.5,0.5,50,C,527,D
VOLKSWAGEN,CALIFORNIA,3,2014-2016,11.0,5,"Above 250,000 DKK",573350,139375,4,,True,True,611029,1.0657,-37679,False,,,,,26876,26876,0.7345,0.7613,0.6597,16817.30769230769,8080.0,0.1918,False,True,71,6251,71,False,0.7098,medium,,True,False,non_positive_depreciation,False,True,,,,,,,,518,D
VOLKSWAGEN,CALIFORNIA,4,2010-2013,14.5,5,"Above 250,000 DKK",573350,207833,,,,False,,,,False,,,,,32626,32626,0.6917,0.7219,0.8635,19875.0,10160.0,0.1937,False,True,53,2276,71,False,0.7098,medium,,False,False,,False,True,1,S,0.5185,0.5,0.5,26,B,531,D
VOLKSWAGEN,POLO,1,2020-2022,5.0,3,"90,000-150,000 DKK",137391,105250,3,6.0,False,True,43135,0.8002,94256,True,68277,9120,9290,180943,30157,14448,0.7919,0.8048,0.5161,11379.545454545456,1520.0,0.3585,False,True,5889,487075,852,False,0.7098,high,,False,False,,False,False,82,B,0.2353,0.5,0.5,113,D,148,A
VOLKSWAGEN,POLO,2,2017-2019,8.0,2,"50,000-90,000 DKK",78913,139375,4,6.5,False,True,31665,0.8906,47248,True,71060,9880,14734,142922,21988,14719,0.7082,0.7279,0.7556,10932.314410480352,1520.0,0.3741,False,True,13835,549602,852,False,0.6677,high,,False,False,,False,False,79,B,0.3345,0.5,0.5,122,C,160,A
VOLKSWAGEN,POLO,3,2014-2016,11.0,2,"50,000-90,000 DKK",53903,139375,4,3.5,True,True,37891,1.0657,16012,True,41137,3220,13651,74021,21149,16574,0.6063,0.6271,1.3001,11753.521126760563,920.0,0.5194,False,True,13376,467717,852,False,0.6677,high,,False,False,,False,False,67,B,0.5935,0.5,0.5,39,A,259,B
VOLKSWAGEN,POLO,4,2010-2013,14.5,1,"Up to 50,000 DKK",35554,207833,,,,False,,,,False,,,,,20753,20753,0.5251,0.545,2.0068,12772.959183673469,1960.0,0.4933,False,True,11233,453217,852,False,0.6677,high,,False,False,,False,True,60,C,0.5333,0.5,0.5,34,B,430,C
FORD,FOCUS,1,2020-2022,5.0,4,"150,000-250,000 DKK",155585,105250,3,6.0,False,True,46457,0.8002,109128,True,62872,9621,5510,187131,31188,13001,0.8434,0.8396,0.3061,10478.7023,1603.5348,0.4324,False,True,2614,636311,1674,False,0.7098,high,,False,False,,False,False,19,A,0.4817,0.5,0.5,44,B,88,A
FORD,FOCUS,2,2017-2019,8.0,2,"50,000-90,000 DKK",87606,139375,4,6.5,False,True,34535,0.8906,53071,True,76476,10400,11068,151016,23233,15068,0.7517,0.7412,0.5676,11765.5916,1600.0,0.4833,False,True,7818,836756,1674,False,0.6677,high,,False,False,,False,False,97,B,0.4245,0.5,0.5,100,C,184,B
FORD,FOCUS,3,2014-2016,11.0,2,"50,000-90,000 DKK",58055,139375,4,3.5,True,True,41324,1.0657,16731,True,42126,4227,10701,73785,21081,16301,0.6391,0.6261,1.0191,12036.0577,1207.7492,0.4953,False,True,6793,815540,1674,False,0.6677,high,,False,False,,False,False,66,B,0.554,0.5,0.5,52,B,246,B
FORD,FOCUS,4,2010-2013,14.5,1,"Up to 50,000 DKK",38776,207833,,,,False,,,,False,,,,,18323,18323,0.5802,0.5706,1.4415,12031.8974,1966.4865,0.4985,False,True,2072,852885,1674,False,0.6677,high,,False,False,,False,False,35,B,0.7067,0.5,0.5,9,A,346,B
RENAULT,MEGANE,1,2020-2022,5.0,3,"90,000-150,000 DKK",143478,105250,3,6.0,False,True,44145,0.8002,99333,True,44179,7200,9274,159986,26664,10109,0.7717,0.759,0.5152,7363.235294117648,1200.0,0.247,False,True,1293,39000,1147,False,0.7098,high,,False,False,,True,False,54,B,0.2857,0.5,0.5,103,C,31,S
RENAULT,MEGANE,2,2017-2019,8.0,3,"90,000-150,000 DKK",91679,139375,4,6.5,False,True,30661,0.8906,61018,True,63158,15860,21676,161713,24879,15491,0.6244,0.6,1.1116,9716.666666666666,2440.0,0.474,False,True,3469,76421,1147,False,0.6677,high,,False,False,,False,True,34,A,0.542,0.5,0.5,53,B,205,B
RENAULT,MEGANE,3,2014-2016,11.0,2,"50,000-90,000 DKK",55166,139375,4,3.5,True,True,36688,1.0657,18478,True,32106,6860,16829,74273,21221,15941,0.5295,0.5126,1.6028,9173.076923076922,1960.0,0.3053,False,True,2940,127161,1147,False,0.6677,high,,False,False,,False,True,68,B,0.3058,0.5,0.5,123,C,223,B
RENAULT,MEGANE,4,2010-2013,14.5,1,"Up to 50,000 DKK",34426,207833,,,,False,,,,False,,,,,17119,17119,0.4892,0.4829,1.9954,9173.076923076922,1960.0,0.4158,False,True,1575,141135,1147,False,0.6677,high,,False,False,,False,True,21,A,0.6333,0.5,0.5,15,A,292,B
VOLKSWAGEN,GOLF VARIANT,1,2020-2022,5.0,4,"150,000-250,000 DKK",169429,105250,3,6.0,False,True,63525,0.8002,105904,True,69542,9600,4874,189920,31653,14003,0.8795,0.875,0.2708,11590.277777777777,1600.0,0.637,False,True,413,693637,800,False,0.7098,high,,False,False,,False,False,22,A,0.6707,0.5,0.5,12,A,119,A
VOLKSWAGEN,GOLF VARIANT,2,2017-2019,8.0,3,"90,000-150,000 DKK",118530,139375,4,6.5,False,True,45281,0.8906,73249,True,69888,21970,8280,173387,26675,15406,0.8319,0.8226,0.4246,10752.04918032787,3380.0,0.4828,False,True,27,760031,800,False,0.7098,high,,True,True,insufficient_dk_fleet,False,True,,,,,,,,,
VOLKSWAGEN,GOLF VARIANT,3,2014-2016,11.0,2,"50,000-90,000 DKK",79383,139375,4,3.5,True,True,54183,1.0657,25200,True,43811,6160,9048,84219,24063,16863,0.7319,0.713,0.8617,12517.500000000002,1760.0,0.6056,False,True,1636,644906,800,False,0.6677,high,,False,False,,False,False,112,C,0.5072,0.5,0.5,72,B,276,B
VOLKSWAGEN,GOLF VARIANT,4,2010-2013,14.5,2,"50,000-90,000 DKK",50842,207833,,,,False,,,,False,,,,,20380,20380,0.6312,0.6072,1.6476,12517.500000000002,2920.0,0.4744,False,True,1389,702042,800,False,0.6677,high,,False,False,,False,True,52,B,0.5755,0.5,0.5,43,B,416,C
CITROËN,BERLINGO,1,2020-2022,5.0,4,"150,000-250,000 DKK",214002,105250,3,6.0,False,True,48302,0.8002,165700,True,60080,20280,17294,263355,43892,16276,0.7084,0.6666,0.9608,10013.358778625954,3380.0,0.2827,False,True,457,164898,91,False,0.7098,medium,,False,False,,False,True,75,C,0.0854,0.5,0.5,81,D,243,B
CITROËN,BERLINGO,2,2017-2019,8.0,3,"90,000-150,000 DKK",111697,139375,4,6.5,False,True,37917,0.8906,73780,True,69888,21970,26214,191852,29516,18165,0.6156,0.5759,1.3443,10752.04918032787,3380.0,0.2611,False,True,521,170874,91,False,0.7098,medium,,False,False,,False,True,77,B,0.2059,0.5,0.5,115,D,338,B
CITROËN,BERLINGO,3,2014-2016,11.0,2,"50,000-90,000 DKK",60360,139375,4,3.5,True,True,45372,1.0657,14988,True,40450,10220,17342,83000,23714,19432,0.5578,0.5295,1.6516,11557.268722466959,2920.0,0.2611,False,True,633,127260,91,False,0.6677,medium,,False,False,,False,True,107,C,0.1403,0.5,0.5,137,D,386,C
CITROËN,BERLINGO,4,2010-2013,14.5,1,"Up to 50,000 DKK",42574,207833,,,,False,,,,False,,,,,24432,24432,0.5318,0.513,1.8638,13880.952380952382,4960.0,0.3144,False,True,928,114153,91,False,0.6677,medium,,False,False,,False,True,72,D,0.12,0.5,0.5,74,D,494,D
MITSUBISHI,ASX,1,2020-2022,5.0,4,"150,000-250,000 DKK",242134,105250,3,6.0,False,True,75395,0.8002,166739,True,89975,22260,5753,284727,47454,19665,0.8587,0.8611,0.3196,14995.857245337162,3710.0,0.7164,False,True,2,30442,122,False,0.7098,high,,True,True,insufficient_dk_fleet,False,False,,,,,,,,,
MITSUBISHI,ASX,2,2017-2019,8.0,4,"150,000-250,000 DKK",153629,139375,4,6.5,False,True,60546,0.8906,93083,True,92987,21190,12548,219808,33817,19496,0.7772,0.7725,0.6435,14305.714285714286,3260.0,0.5761,False,True,631,42309,122,False,0.7098,high,,False,False,,False,False,37,B,0.5183,0.5,0.5,36,B,392,C
MITSUBISHI,ASX,3,2014-2016,11.0,3,"90,000-150,000 DKK",94217,139375,4,3.5,True,True,72450,1.0657,21767,True,50070,9030,11530,92397,26399,20180,0.7058,0.6857,1.0981,14305.714285714286,2580.0,0.5761,False,True,1428,28271,122,False,0.6677,high,,False,False,,False,False,49,B,0.5756,0.5,0.5,44,B,411,C
MITSUBISHI,ASX,4,2010-2013,14.5,2,"50,000-90,000 DKK",67982,207833,,,,False,,,,False,,,,,21746,21746,0.6557,0.6283,1.5369,14555.232558139538,2580.0,0.58,False,True,45,7476,122,False,0.6677,high,,True,True,insufficient_dk_fleet,False,True,,,,,,,,,
TOYOTA,Yaris Cross,1,2020-2022,5.0,3,"90,000-150,000 DKK",140722,105250,3,,False,True,,,,False,,,,,11046,11046,,0.9288,0.153,9306.691449814129,1280.0,0.2692,True,False,1939,267,409,False,0.7098,high,,True,True,no_exit_band_data,True,False,,,,,,,,,
VOLVO,V50,4,2010-2013,14.5,1,"Up to 50,000 DKK",36529,207833,,,,False,,,,False,,,,,19362,19362,0.592,0.5488,2.1112,10248.046874999998,2780.0,0.386,False,True,1331,70312,323,False,0.6677,high,,False,False,,False,True,46,B,0.4333,0.5,0.5,53,B,385,C
VOLKSWAGEN,UP!,1,2020-2022,5.0,3,"90,000-150,000 DKK",95878,105250,3,6.0,False,True,34390,0.8002,61488,True,60084,8400,5843,135815,22636,12388,0.8147,0.8506,0.3246,10014.0,1400.0,0.2343,False,True,2170,126225,172,False,0.6677,high,,False,False,,False,False,15,A,0.4454,0.5,0.5,73,B,64,A
VOLKSWAGEN,UP!,2,2017-2019,8.0,2,"50,000-90,000 DKK",54406,139375,4,6.5,False,True,32988,0.8906,21418,True,66692,9100,9461,106671,16411,13116,0.7483,0.7955,0.4852,10260.245901639346,1400.0,0.2362,False,True,15121,193174,172,False,0.6677,high,,False,False,,False,False,4,S,0.4964,0.5,0.5,75,B,94,A
VOLKSWAGEN,UP!,3,2014-2016,11.0,1,"Up to 50,000 DKK",42975,139375,4,3.5,True,True,39473,1.0657,3502,True,35911,3220,6324,48957,13988,12987,0.7068,0.763,0.6023,10260.245901639346,920.0,0.2401,False,True,23625,128355,172,False,0.6677,high,,False,False,,False,False,4,S,0.5067,0.5,0.5,37,B,87,A
VOLKSWAGEN,UP!,4,2010-2013,14.5,1,"Up to 50,000 DKK",37039,207833,,,,False,,,,False,,,,,13409,13409,0.6658,0.7177,0.743,10260.245901639346,920.0,0.2582,False,True,21688,4818,172,False,0.6677,high,,False,False,,False,False,1,S,0.54,0.5,0.5,33,B,102,A
VOLVO,V60,1,2020-2022,5.0,5,"Above 250,000 DKK",282493,105250,3,6.0,False,True,77258,0.8002,205235,True,45381,5520,8285,264421,44070,9864,0.848,0.8302,0.4603,7563.4441087613295,920.0,0.6836,False,True,1876,43623,439,False,0.7098,high,,False,False,,False,False,14,A,0.7407,0.5,0.5,5,S,29,S
VOLVO,V60,2,2017-2019,8.0,4,"150,000-250,000 DKK",164012,139375,4,6.5,False,True,56637,0.8906,107375,True,71350,23400,13826,215951,33223,16704,0.7994,0.7629,0.709,10976.987447698744,3600.0,0.6711,False,True,1721,41525,439,False,0.7098,high,,False,False,,False,True,32,B,0.689,0.5,0.5,11,A,264,B
VOLVO,V60,3,2014-2016,11.0,3,"90,000-150,000 DKK",96545,139375,4,3.5,True,True,67771,1.0657,28774,True,39409,10220,10446,88849,25385,17164,0.737,0.7001,0.9949,11259.656652360512,2920.0,0.6838,False,True,1071,35876,439,False,0.6677,high,,False,False,,False,True,41,B,0.7563,0.5,0.5,11,S,297,B
VOLVO,V60,4,2010-2013,14.5,2,"50,000-90,000 DKK",63592,207833,,,,False,,,,False,,,,,19494,19494,0.7039,0.6727,1.2389,11817.567567567568,3960.0,0.5148,False,True,1002,5964,439,False,0.6677,high,,False,False,,False,True,32,A,0.7086,0.5,0.5,14,S,391,C
TOYOTA,RAV4,1,2020-2022,5.0,5,"Above 250,000 DKK",355103,105250,3,6.0,False,True,132581,0.8002,222522,True,62849,9120,4541,299033,49839,12752,0.8803,0.8778,0.2523,10474.895397489541,1520.0,0.6766,False,True,1354,95960,511,False,0.7098,high,,False,False,,True,False,21,B,0.6481,0.5,0.5,12,A,75,A
TOYOTA,RAV4,2,2017-2019,8.0,4,"150,000-250,000 DKK",247179,139375,4,6.5,False,True,82745,0.8906,164434,True,79768,10400,7880,262482,40382,15084,0.8279,0.8224,0.4041,12272.058823529414,1600.0,0.5187,False,True,2737,68420,511,False,0.7098,high,,False,False,,True,False,64,C,0.2866,0.5,0.5,74,C,185,B
TOYOTA,RAV4,3,2014-2016,11.0,4,"150,000-250,000 DKK",165679,139375,4,3.5,True,True,99013,1.0657,66666,True,45011,13860,6135,131673,37621,18573,0.7817,0.7747,0.5843,12860.29411764706,3960.0,0.4922,False,True,702,27467,511,False,0.7098,high,,False,False,,True,True,52,B,0.3293,0.5,0.5,67,C,352,B
TOYOTA,RAV4,4,2010-2013,14.5,3,"90,000-150,000 DKK",92907,207833,,,,False,,,,False,,,,,25287,25287,0.649,0.629,1.1791,15709.580838323353,6040.0,0.4976,False,True,122,36490,511,False,0.6677,high,,False,False,,False,True,39,B,0.5336,0.5,0.5,54,B,504,D
BMW,1-Serie,1,2020-2022,5.0,4,"150,000-250,000 DKK",243792,105250,3,6.0,False,True,96394,0.8002,147398,True,68277,9600,9176,234452,39075,14509,0.8573,0.8517,0.5098,11379.545454545456,1600.0,0.5225,False,True,537,333433,291,False,0.7098,high,,False,False,,False,False,60,C,0.3171,0.5,0.5,69,C,152,A
