dmr_make,dmr_model,age_band,chapter,chapter_name,n_defects_2_3er,n_tests,defect_rate_per_test
CITROËN,C4,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2439,0.0
NISSAN,Qashqai J11A,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,10874,0.0
MAZDA,CX-3,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,5128,0.0
OPEL,ASTRA,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3710,0.0
HONDA,JAZZ,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1643,0.0
BMW,X1,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4390,0.0
VOLKSWAGEN,TIGUAN,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,7466,0.0
MERCEDES-BENZ,B-Klasse,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1185,0.0
VOLVO,V60,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,11028,0.0
SKODA,FABIA COMBI,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3929,0.0
PEUGEOT,107,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1880,0.0
BMW,5-Serie,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3263,0.0
KIA,PICANTO,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3887,0.0
FORD,FIESTA,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,7906,0.0
FORD,MONDEO,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,15288,0.0
SKODA,RAPID,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,482,0.0
VOLKSWAGEN,PASSAT,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,15462,0.0001
SUZUKI,SX4 COMBIBACK,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2476,0.0
CITROËN,C3,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1322,0.0
FORD,Focus,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,12012,0.0001
SUZUKI,SX4 S-Cross,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,80,0.0
MERCEDES-BENZ,C,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,5861,0.0
SUZUKI,VITARA,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3777,0.0
PEUGEOT,308,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,4837,0.0002
DACIA,Duster,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,542,0.0
VOLKSWAGEN,CADDY,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),3,1082,0.0028
NISSAN,JUKE,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,107,0.0
NISSAN,NOTE,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,946,0.0
HYUNDAI,i10 AC3,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,161,0.0
TOYOTA,VERSO,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,178,0.0
RENAULT,MEGANE SPORT TOURER,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1261,0.0
CITROËN,C1,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,58,0.0
RENAULT,MEGANE,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,294,0.0
SKODA,CITIGO,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,202,0.0
CITROËN,C3 PICASSO,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,11,0.0
OPEL,ASTRA SPORTS TOURER,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,979,0.0
TOYOTA,Toyota C-HR,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4126,0.0
SKODA,KAMIQ,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,327,0.0
SEAT,Ibiza GP2,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,7,0.0
VOLKSWAGEN,T-Roc,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,288,0.0
RENAULT,Kadjar,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,102,0.0
VOLVO,V70,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),2,17685,0.0001
VOLKSWAGEN,TOURAN,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,10414,0.0
TOYOTA,YARIS 5-DØRS,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,12845,0.0
MITSUBISHI,ASX,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1912,0.0
VOLKSWAGEN,GOLF,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,40607,0.0
FORD,FOCUS STATIONSVOGN,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,6110,0.0
FORD,MONDEO STATIONCAR,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,15288,0.0
PEUGEOT,108,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,601,0.0
VOLKSWAGEN,PASSAT VARIANT,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,16654,0.0
BMW,2-Serie,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,5966,0.0
TOYOTA,COROLLA,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4053,0.0
MINI,COOPER,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2672,0.0
TOYOTA,RAV4 Plug in,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,11242,0.0
FORD,GALAXY,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2069,0.0
FORD,KUGA,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,7170,0.0
KIA,RIO,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,599,0.0
FORD,S-MAX,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,5510,0.0
FORD,KA,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,449,0.0
TOYOTA,Aygo X,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,689,0.0
HYUNDAI,I30CW,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3800,0.0
TOYOTA,AYGO 5-DØRS,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3007,0.0
SKODA,OCTAVIA,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,14749,0.0
KIA,CEED,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3585,0.0
MAZDA,3,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3328,0.0
PEUGEOT,508,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,919,0.0
HONDA,CR-V,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1749,0.0
AUDI,A6 AVANT,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,526,0.0
FIAT,PANDA,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,332,0.0
KIA,CEE'D SW,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,984,0.0
HYUNDAI,I40,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1,0.0
KIA,Optima,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,86,0.0
MERCEDES-BENZ,GLE,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,72,0.0
AUDI,A3 Sportback,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,227,0.0
ALFA ROMEO,GIULIETTA,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1,0.0
TOYOTA,RAV4 Plug in,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,15118,0.0
VOLKSWAGEN,GOLF,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,24534,0.0
AUDI,Q5,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,5189,0.0002
VOLKSWAGEN,PASSAT VARIANT,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,14320,0.0
VOLVO,XC90,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,8675,0.0
MITSUBISHI,ASX,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,9126,0.0
FORD,S-MAX,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3631,0.0
FORD,FIESTA 5 DØRS,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3219,0.0
VOLKSWAGEN,POLO,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,5836,0.0
FORD,KUGA,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4067,0.0
PEUGEOT,508,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,4721,0.0002
FORD,NY Focus,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,12012,0.0001
MERCEDES-BENZ,C-Klasse,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,7755,0.0001
TOYOTA,AVENSIS,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,20526,0.0
TOYOTA,RAV4,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,29243,0.0
MAZDA,MAZDA3,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1523,0.0
TOYOTA,AYGO 3/5-DØRS,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3007,0.0
KIA,CEED,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1150,0.0
TOYOTA,AYGO,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,689,0.0
CITROËN,C4 Cactus,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1085,0.0
KIA,Optima,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,926,0.0
MERCEDES-BENZ,A-Klasse,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2238,0.0
MITSUBISHI,COLT,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1264,0.0
VOLKSWAGEN,UP!,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,680,0.0
FORD,C-MAX,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1034,0.0
HYUNDAI,I10,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,161,0.0
MAZDA,2,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,625,0.0
CITROËN,C4 PICASSO,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1058,0.0
FIAT,PANDA,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,94,0.0
PEUGEOT,5008,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1845,0.0
MERCEDES-BENZ,GLE,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,719,0.0
KIA,VENGA,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,668,0.0
KIA,SPORTAGE,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1242,0.0
PEUGEOT,108,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,301,0.0
BMW,2-Serie,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,949,0.0
AUDI,A1 SPORTBACK,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,183,0.0
FORD,B-MAX,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,5,0.0
SUZUKI,SX4,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,6632,0.0
VOLVO,XC60,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,16959,0.0
HYUNDAI,Tucson,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2353,0.0
TOYOTA,AURIS,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,14992,0.0
TOYOTA,AVENSIS STW,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,20526,0.0
MAZDA,CX-5,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,6042,0.0
MERCEDES-BENZ,GLC,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,6276,0.0
MAZDA,MAZDA6,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2276,0.0
BMW,3-Serie,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3950,0.0
SKODA,OCTAVIA COMBI,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,12917,0.0
HYUNDAI,I20,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3876,0.0
SUZUKI,SWIFT,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4184,0.0
AUDI,Q2,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1587,0.0
VOLVO,V40,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3389,0.0
NISSAN,MICRA,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,662,0.0
HONDA,CIVIC,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,573,0.0
TOYOTA,YARIS,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,16882,0.0
NISSAN,QASHQAI,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),2,9029,0.0002
MERCEDES-BENZ,E-Klasse,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4198,0.0
HYUNDAI,I 10,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1046,0.0
FORD,FOCUS,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,6110,0.0
OPEL,CORSA,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2051,0.0
PEUGEOT,3008,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3468,0.0
NISSAN,X-TRAIL,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,677,0.0
AUDI,A5 SPORTBACK,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,233,0.0
OPEL,INSIGNIA,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4475,0.0
OPEL,ZAFIRA,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1038,0.0
RENAULT,CLIO,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,517,0.0
MERCEDES-BENZ,CLA,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2171,0.0
RENAULT,Ny Clio,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,563,0.0
CITROËN,C 1,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,428,0.0
MITSUBISHI,SPACE STAR,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,910,0.0
HYUNDAI,KONA,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,232,0.0
AUDI,A3 CABRIOLET,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,103,0.0
MAZDA,Mazda CX-30,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2458,0.0
SUZUKI,IGNIS,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,813,0.0
HYUNDAI,IX20,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,920,0.0
KIA,XCeed,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,264,0.0
SEAT,IBIZA,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,7,0.0
SEAT,LEON,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2,0.0
RENAULT,Kadjar,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,356,0.0
TOYOTA,AURIS,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,15458,0.0
VOLVO,V60,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,13953,0.0
PEUGEOT,308,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1141,0.0
MAZDA,MAZDA6,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4254,0.0
PEUGEOT,3008,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4758,0.0
SKODA,OCTAVIA COMBI,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,13702,0.0
CITROËN,C3,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2416,0.0
SKODA,CITIGO,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1480,0.0
BMW,3-Serie,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,10635,0.0001
NISSAN,Qashqai J11A,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4798,0.0
CITROËN,C3 PICASSO,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,382,0.0
SKODA,FABIA COMBI,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2246,0.0
SKODA,RAPID SPACEBACK,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1389,0.0
HYUNDAI,i10 AC3,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1046,0.0
OPEL,INSIGNIA,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1507,0.0
TOYOTA,AVENSIS STW,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,3935,0.0
NISSAN,QASHQAI,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,7503,0.0
SUZUKI,SX4 S-Cross,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4208,0.0
NISSAN,JUKE,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1806,0.0
HYUNDAI,I20,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2116,0.0
RENAULT,CLIO,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,641,0.0
KIA,PICANTO,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,563,0.0
HONDA,JAZZ,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,801,0.0
HYUNDAI,Tucson,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,317,0.0
AUDI,A3 Limousine,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,290,0.0
FIAT,500,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,212,0.0
SUZUKI,IGNIS,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,390,0.0
OPEL,ASTRA,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),1,1077,0.0009
BMW,1-Serie,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,314,0.0
SKODA,RAPID,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1667,0.0
RENAULT,MEGANE SPORT TOURER,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,294,0.0
HYUNDAI,IX20,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,230,0.0
CITROËN,C 1,4,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1119,0.0
RENAULT,MEGANE,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1261,0.0
CITROËN,C1,3,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,880,0.0
NISSAN,MICRA,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,274,0.0
VOLVO,V90,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,4670,0.0
KIA,Niro,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,2639,0.0
NISSAN,NOTE,1,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,25,0.0
SEAT,IBIZA,2,9,Tilleggskontroller for M2/M3 buss (bus-only supplementary checks -- not applicable to M1/PERSONBIL),0,1,0.0
