dmr_make,dmr_model,age_band,estimated_value_dkk,n_listings,pooled_at_brand,calibrated,calibration_factor_applied,mileage_adjustment_pct_per_10k_km,price_own_cell_anchor_count,price_own_cell_anchor_spread,price_anchor_source
MERCEDES-BENZ,E,1,365306,1177,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,E,2,246890,1177,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,E,3,133857,1177,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,E,4,51234,1177,False,True,0.4502,0.0286,0,,global
SEAT,Ateca,1,179658,158,False,True,0.5042,0.0286,0,,global
SEAT,Ateca,2,131804,158,False,True,0.5042,0.0286,0,,global
SEAT,Ateca,3,117168,158,False,True,0.5042,0.0286,0,,global
SEAT,Ateca,4,117168,158,False,True,0.5042,0.0286,0,,global
VOLVO,V70,1,55192,390,False,True,0.4502,0.0286,0,,global
VOLVO,V70,2,55871,390,False,True,0.4502,0.0286,0,,global
VOLVO,V70,3,49732,390,False,True,0.4502,0.0286,0,,global
VOLVO,V70,4,35815,390,False,True,0.4502,0.0286,0,,global
FORD,KUGA,1,143622,613,False,True,0.5042,0.0286,0,,global
FORD,KUGA,2,96961,613,False,True,0.5042,0.0286,0,,global
FORD,KUGA,3,58063,613,False,True,0.4502,0.0286,0,,global
FORD,KUGA,4,32684,613,False,True,0.4502,0.0286,0,,global
FIAT,500,1,118435,136,False,True,0.5042,0.0286,0,,global
FIAT,500,2,65222,136,False,True,0.4502,0.0286,0,,global
FIAT,500,3,45047,136,False,True,0.4502,0.0286,0,,global
FIAT,500,4,32585,136,False,True,0.4502,0.0286,0,,global
CITROËN,C 1,1,103769,1252,True,True,0.5042,0.0286,0,,brand_pooled
CITROËN,C 1,2,59864,1252,True,True,0.4502,0.0286,0,,brand_pooled
CITROËN,C 1,3,38591,1252,True,True,0.4502,0.0286,0,,brand_pooled
CITROËN,C 1,4,25817,1252,True,True,0.4502,0.0286,0,,brand_pooled
NISSAN,NOTE,1,32498,179,False,True,0.4502,0.0286,0,,global
NISSAN,NOTE,2,32498,179,False,True,0.4502,0.0286,0,,global
NISSAN,NOTE,3,30224,179,False,True,0.4502,0.0286,0,,global
NISSAN,NOTE,4,24361,179,False,True,0.4502,0.0286,0,,global
RENAULT,Kadjar,1,122772,236,False,True,0.5042,0.0286,0,,global
RENAULT,Kadjar,2,90123,236,False,True,0.5042,0.0286,0,,global
RENAULT,Kadjar,3,85477,236,False,True,0.5042,0.0286,0,,global
RENAULT,Kadjar,4,85477,236,False,True,0.5042,0.0286,0,,global
HYUNDAI,KONA,1,139844,132,False,True,0.5042,0.0286,0,,global
HYUNDAI,KONA,2,111884,132,False,True,0.5042,0.0286,0,,global
HYUNDAI,KONA,3,96419,132,False,True,0.5042,0.0286,0,,global
HYUNDAI,KONA,4,96419,132,False,True,0.5042,0.0286,0,,global
OPEL,Grandland X,1,168691,255,False,True,0.5042,0.0286,0,,global
OPEL,Grandland X,2,122647,255,False,True,0.5042,0.0286,0,,global
OPEL,Grandland X,3,107754,255,False,True,0.5042,0.0286,0,,global
OPEL,Grandland X,4,107754,255,False,True,0.5042,0.0286,0,,global
AUDI,Q2,1,193978,486,True,True,0.2564,0.0286,5,0.0858,own_cell
AUDI,Q2,2,176671,486,True,True,0.5042,0.0286,0,,brand_pooled
AUDI,Q2,3,108345,486,True,True,0.5042,0.0286,0,,brand_pooled
AUDI,Q2,4,83780,486,True,True,0.5042,0.0286,0,,brand_pooled
MERCEDES-BENZ,GLC,1,398840,375,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLC,2,296474,375,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLC,3,271294,375,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLC,4,271294,375,False,True,0.5042,0.0286,0,,global
FORD,GALAXY,1,121618,107,False,True,0.5042,0.0286,0,,global
FORD,GALAXY,2,114646,107,False,True,0.5042,0.0286,0,,global
FORD,GALAXY,3,81089,107,False,True,0.5042,0.0286,0,,global
FORD,GALAXY,4,43159,107,False,True,0.4502,0.0286,0,,global
FORD,KA,1,36916,81,False,True,0.4502,0.0286,0,,global
FORD,KA,2,36916,81,False,True,0.4502,0.0286,0,,global
FORD,KA,3,30016,81,False,True,0.4502,0.0286,0,,global
FORD,KA,4,19937,81,False,True,0.4502,0.0286,0,,global
RENAULT,CLIO,1,65086,983,False,True,0.4502,0.0286,0,,global
RENAULT,CLIO,2,46000,983,False,True,0.4502,0.0286,0,,global
RENAULT,CLIO,3,32404,983,False,True,0.4502,0.0286,0,,global
RENAULT,CLIO,4,21473,983,False,True,0.4502,0.0286,0,,global
MERCEDES-BENZ,A-Klasse,1,263891,468,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,A-Klasse,2,187613,468,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,A-Klasse,3,123671,468,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,A-Klasse,4,52974,468,False,True,0.4502,0.0286,0,,global
MITSUBISHI,SPACE STAR,1,78872,86,False,True,0.5042,0.0286,0,,global
MITSUBISHI,SPACE STAR,2,49734,86,False,True,0.4502,0.0286,0,,global
MITSUBISHI,SPACE STAR,3,29813,86,False,True,0.4502,0.0286,0,,global
MITSUBISHI,SPACE STAR,4,17429,86,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO 3/5-DØRS,1,54009,95,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO 3/5-DØRS,2,42808,95,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO 3/5-DØRS,3,31139,95,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO 3/5-DØRS,4,24557,95,False,True,0.4502,0.0286,0,,global
PEUGEOT,207,1,19107,451,False,True,0.4502,0.0286,0,,global
PEUGEOT,207,2,19107,451,False,True,0.4502,0.0286,0,,global
PEUGEOT,207,3,19107,451,False,True,0.4502,0.0286,0,,global
PEUGEOT,207,4,18605,451,False,True,0.4502,0.0286,0,,global
OPEL,Crossland X,1,116481,211,False,True,0.5042,0.0286,0,,global
OPEL,Crossland X,2,85747,211,False,True,0.5042,0.0286,0,,global
OPEL,Crossland X,3,64792,211,False,True,0.4502,0.0286,0,,global
OPEL,Crossland X,4,64792,211,False,True,0.4502,0.0286,0,,global
MAZDA,CX-3,1,119603,28,False,True,0.5042,0.0286,0,,global
MAZDA,CX-3,2,118684,28,False,True,0.5042,0.0286,0,,global
MAZDA,CX-3,3,117985,28,False,True,0.5042,0.0286,0,,global
MAZDA,CX-3,4,117985,28,False,True,0.5042,0.0286,0,,global
TOYOTA,AYGO 5-DØRS,1,54207,95,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO 5-DØRS,2,43007,95,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO 5-DØRS,3,31337,95,False,True,0.4502,0.0286,0,,global
TOYOTA,AYGO 5-DØRS,4,24755,95,False,True,0.4502,0.0286,0,,global
TOYOTA,RAV4 Plug in,1,243877,292,False,True,0.5042,0.0286,0,,global
TOYOTA,RAV4 Plug in,2,165065,292,False,True,0.5042,0.0286,0,,global
TOYOTA,RAV4 Plug in,3,100786,292,False,True,0.5042,0.0286,0,,global
TOYOTA,RAV4 Plug in,4,43732,292,False,True,0.4502,0.0286,0,,global
MAZDA,2,1,79365,35,False,True,0.5042,0.0286,0,,global
MAZDA,2,2,83919,35,False,True,0.5042,0.0286,0,,global
MAZDA,2,3,56737,35,False,True,0.4502,0.0286,0,,global
MAZDA,2,4,35840,35,False,True,0.4502,0.0286,0,,global
SKODA,RAPID,1,148830,987,True,True,0.5042,0.0286,0,,brand_pooled
SKODA,RAPID,2,86680,987,True,True,0.3646,0.0286,5,0.3756,own_cell
SKODA,RAPID,3,50780,987,True,True,0.3651,0.0286,5,0.1965,own_cell
SKODA,RAPID,4,33868,987,True,True,0.4502,0.0286,0,,brand_pooled
