dmr_make,dmr_model,age_band,estimated_value_dkk,n_listings,pooled_at_brand,calibrated,calibration_factor_applied,mileage_adjustment_pct_per_10k_km,price_own_cell_anchor_count,price_own_cell_anchor_spread,price_anchor_source
OPEL,MERIVA,2,46462,624,False,True,0.4502,0.0286,0,,global
OPEL,MERIVA,3,40610,624,False,True,0.4502,0.0286,0,,global
OPEL,MERIVA,4,31196,624,False,True,0.4502,0.0286,0,,global
MERCEDES-BENZ,C,1,329937,938,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,C,2,197310,938,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,C,3,119287,938,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,C,4,52156,938,False,True,0.4502,0.0286,0,,global
SKODA,RAPID SPACEBACK,1,149422,987,True,True,0.5042,0.0286,0,,brand_pooled
SKODA,RAPID SPACEBACK,2,80937,987,True,True,0.3387,0.0286,5,0.1871,own_cell
SKODA,RAPID SPACEBACK,3,55072,987,True,True,0.3926,0.0286,5,0.1568,own_cell
SKODA,RAPID SPACEBACK,4,34396,987,True,True,0.4502,0.0286,0,,brand_pooled
KIA,Optima,1,76925,78,False,True,0.5042,0.0286,0,,global
KIA,Optima,2,79308,78,False,True,0.5042,0.0286,0,,global
KIA,Optima,3,59640,78,False,True,0.4502,0.0286,0,,global
KIA,Optima,4,35146,78,False,True,0.4502,0.0286,0,,global
AUDI,A1 SPORTBACK,1,378154,486,True,True,0.5042,0.0286,1,,brand_pooled
AUDI,A1 SPORTBACK,2,138579,486,True,True,0.4029,0.0286,5,0.2236,own_cell
AUDI,A1 SPORTBACK,3,66096,486,True,True,0.3171,0.0286,5,0.4849,own_cell
AUDI,A1 SPORTBACK,4,87485,486,True,True,0.5478,0.0286,5,0.1858,own_cell
BMW,4-serie,1,296668,323,False,True,0.5042,0.0286,0,,global
BMW,4-serie,2,172372,323,False,True,0.5042,0.0286,0,,global
BMW,4-serie,3,149539,323,False,True,0.5042,0.0286,0,,global
BMW,4-serie,4,122891,323,False,True,0.5042,0.0286,0,,global
NISSAN,Qashqai J11A,1,156361,326,False,True,0.5042,0.0286,0,,global
NISSAN,Qashqai J11A,2,102461,326,False,True,0.5042,0.0286,0,,global
NISSAN,Qashqai J11A,3,66525,326,False,True,0.4502,0.0286,0,,global
NISSAN,Qashqai J11A,4,41384,326,False,True,0.4502,0.0286,0,,global
RENAULT,MEGANE SPORT TOURER,1,96576,400,False,True,0.5042,0.0286,0,,global
RENAULT,MEGANE SPORT TOURER,2,60904,400,False,True,0.4502,0.0286,0,,global
RENAULT,MEGANE SPORT TOURER,3,38375,400,False,True,0.4502,0.0286,0,,global
RENAULT,MEGANE SPORT TOURER,4,22469,400,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,GOLF,1,128514,2855,False,True,0.5042,0.0286,2,0.2558,global
VOLKSWAGEN,GOLF,2,86630,2855,False,True,0.5042,0.0286,2,0.3574,global
VOLKSWAGEN,GOLF,3,52524,2855,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,GOLF,4,33631,2855,False,True,0.4502,0.0286,2,0.4097,global
RENAULT,Ny Clio,1,109174,4872,True,True,0.5042,0.0286,0,,brand_pooled
RENAULT,Ny Clio,2,64878,4872,True,True,0.4502,0.0286,0,,brand_pooled
RENAULT,Ny Clio,3,39561,4872,True,True,0.4502,0.0286,0,,brand_pooled
RENAULT,Ny Clio,4,24690,4872,True,True,0.4502,0.0286,0,,brand_pooled
VOLKSWAGEN,TOURAN,1,184230,538,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,TOURAN,2,119462,538,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,TOURAN,3,78766,538,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,TOURAN,4,40329,538,False,True,0.4502,0.0286,0,,global
PEUGEOT,107,1,17097,77,False,True,0.4502,0.0286,0,,global
PEUGEOT,107,2,17097,77,False,True,0.4502,0.0286,0,,global
PEUGEOT,107,3,17097,77,False,True,0.4502,0.0286,0,,global
PEUGEOT,107,4,15575,77,False,True,0.4502,0.0286,0,,global
PEUGEOT,3008,1,177533,696,False,True,0.5042,0.0286,0,,global
PEUGEOT,3008,2,124102,696,False,True,0.5042,0.0286,0,,global
PEUGEOT,3008,3,62214,696,False,True,0.4502,0.0286,0,,global
PEUGEOT,3008,4,29971,696,False,True,0.4502,0.0286,0,,global
SKODA,FABIA COMBI,1,63529,25,False,True,0.4502,0.0286,0,,global
SKODA,FABIA COMBI,2,44275,25,False,True,0.4502,0.0286,0,,global
SKODA,FABIA COMBI,3,34039,25,False,True,0.4502,0.0286,0,,global
SKODA,FABIA COMBI,4,25535,25,False,True,0.4502,0.0286,0,,global
MAZDA,MAZDA2,1,165416,559,True,True,0.5042,0.0286,0,,brand_pooled
MAZDA,MAZDA2,2,128694,559,True,True,0.5042,0.0286,0,,brand_pooled
MAZDA,MAZDA2,3,93377,559,True,True,0.5042,0.0286,0,,brand_pooled
MAZDA,MAZDA2,4,50019,559,True,True,0.4502,0.0286,0,,brand_pooled
FORD,MONDEO,1,113065,836,False,True,0.5042,0.0286,0,,global
FORD,MONDEO,2,88609,836,False,True,0.5042,0.0286,0,,global
FORD,MONDEO,3,55014,836,False,True,0.4502,0.0286,0,,global
FORD,MONDEO,4,34499,836,False,True,0.4502,0.0286,0,,global
MAZDA,MAZDA6,1,166106,559,True,True,0.4807,0.0286,5,0.1815,own_cell
MAZDA,MAZDA6,2,126866,559,True,True,0.4652,0.0286,5,0.1498,own_cell
MAZDA,MAZDA6,3,86428,559,True,True,0.4264,0.0286,5,0.3555,own_cell
MAZDA,MAZDA6,4,34611,559,True,True,0.2692,0.0286,5,0.5352,own_cell
MAZDA,3,1,153505,91,False,True,0.5042,0.0286,0,,global
MAZDA,3,2,107159,91,False,True,0.5042,0.0286,0,,global
MAZDA,3,3,49294,91,False,True,0.4502,0.0286,0,,global
MAZDA,3,4,28018,91,False,True,0.4502,0.0286,0,,global
SEAT,TOLEDO,1,42998,74,False,True,0.4502,0.0286,0,,global
SEAT,TOLEDO,2,42696,74,False,True,0.4502,0.0286,0,,global
SEAT,TOLEDO,3,38063,74,False,True,0.4502,0.0286,0,,global
SEAT,TOLEDO,4,29635,74,False,True,0.4502,0.0286,0,,global
FORD,MONDEO STATIONCAR,1,99454,207,False,True,0.5042,0.0286,0,,global
FORD,MONDEO STATIONCAR,2,93777,207,False,True,0.5042,0.0286,0,,global
FORD,MONDEO STATIONCAR,3,56524,207,False,True,0.4502,0.0286,0,,global
FORD,MONDEO STATIONCAR,4,35792,207,False,True,0.4502,0.0286,0,,global
HONDA,CR-V,1,231224,459,False,True,0.5042,0.0286,0,,global
HONDA,CR-V,2,161007,459,False,True,0.5042,0.0286,0,,global
HONDA,CR-V,3,112404,459,False,True,0.5042,0.0286,0,,global
HONDA,CR-V,4,65899,459,False,True,0.4502,0.0286,0,,global
KIA,Stonic,1,107042,117,False,True,0.5042,0.0286,0,,global
KIA,Stonic,2,93275,117,False,True,0.5042,0.0286,0,,global
KIA,Stonic,3,84960,117,False,True,0.5042,0.0286,0,,global
KIA,Stonic,4,84960,117,False,True,0.5042,0.0286,0,,global
FIAT,500 C,1,118663,73,False,True,0.5042,0.0286,0,,global
FIAT,500 C,2,62491,73,False,True,0.4502,0.0286,0,,global
FIAT,500 C,3,51222,73,False,True,0.4502,0.0286,0,,global
FIAT,500 C,4,39569,73,False,True,0.4502,0.0286,0,,global
MERCEDES-BENZ,GLA,1,246748,194,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLA,2,170024,194,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLA,3,144703,194,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLA,4,119101,194,False,True,0.5042,0.0286,0,,global
BMW,2-Serie,1,259896,261,False,True,0.5042,0.0286,0,,global
BMW,2-Serie,2,145930,261,False,True,0.5042,0.0286,0,,global
BMW,2-Serie,3,104069,261,False,True,0.5042,0.0286,0,,global
BMW,2-Serie,4,105566,261,False,True,0.5042,0.0286,0,,global
FIAT,Punto S7,1,109976,575,True,True,0.5042,0.0286,0,,brand_pooled
FIAT,Punto S7,2,33603,575,True,True,0.2327,0.0286,4,0.2652,own_cell
FIAT,Punto S7,3,27886,575,True,True,0.2597,0.0286,5,0.2255,own_cell
FIAT,Punto S7,4,25310,575,True,True,0.3489,0.0286,5,0.3531,own_cell
VOLKSWAGEN,CALIFORNIA,1,667613,71,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,CALIFORNIA,2,505713,71,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,CALIFORNIA,3,407318,71,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,CALIFORNIA,4,407318,71,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,POLO,1,97605,852,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,POLO,2,53214,852,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,POLO,3,36349,852,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,POLO,4,23976,852,False,True,0.4502,0.0286,0,,global
FORD,FOCUS,1,110530,1674,False,True,0.5042,0.0286,0,,global
FORD,FOCUS,2,59076,1674,False,True,0.4502,0.0286,0,,global
FORD,FOCUS,3,39149,1674,False,True,0.4502,0.0286,0,,global
FORD,FOCUS,4,26148,1674,False,True,0.4502,0.0286,0,,global
RENAULT,MEGANE,1,101929,1147,False,True,0.5042,0.0286,0,,global
RENAULT,MEGANE,2,61823,1147,False,True,0.4502,0.0286,0,,global
RENAULT,MEGANE,3,37201,1147,False,True,0.4502,0.0286,0,,global
RENAULT,MEGANE,4,23215,1147,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,GOLF VARIANT,1,120365,800,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,GOLF VARIANT,2,84206,800,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,GOLF VARIANT,3,53531,800,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,GOLF VARIANT,4,34285,800,False,True,0.4502,0.0286,0,,global
CITROËN,BERLINGO,1,152031,91,False,True,0.5042,0.0286,0,,global
CITROËN,BERLINGO,2,79351,91,False,True,0.5042,0.0286,0,,global
CITROËN,BERLINGO,3,40703,91,False,True,0.4502,0.0286,0,,global
CITROËN,BERLINGO,4,28709,91,False,True,0.4502,0.0286,0,,global
FORD,NY Focus,1,126177,5921,True,True,0.5042,0.0286,0,,brand_pooled
FORD,NY Focus,2,79053,5921,True,True,0.5042,0.0286,0,,brand_pooled
FORD,NY Focus,3,44307,5921,True,True,0.4502,0.0286,0,,brand_pooled
FORD,NY Focus,4,29043,5921,True,True,0.4502,0.0286,0,,brand_pooled
MITSUBISHI,ASX,1,172016,122,False,True,0.5042,0.0286,0,,global
MITSUBISHI,ASX,2,109141,122,False,True,0.5042,0.0286,0,,global
MITSUBISHI,ASX,3,63534,122,False,True,0.4502,0.0286,0,,global
MITSUBISHI,ASX,4,45843,122,False,True,0.4502,0.0286,0,,global
TOYOTA,Yaris Cross,1,99971,409,False,True,0.5042,0.0286,0,,global
TOYOTA,Yaris Cross,2,65155,409,False,True,0.4502,0.0286,0,,global
TOYOTA,Yaris Cross,3,40092,409,False,True,0.4502,0.0286,0,,global
TOYOTA,Yaris Cross,4,26492,409,False,True,0.4502,0.0286,0,,global
VOLVO,V50,1,25913,323,False,True,0.4502,0.0286,0,,global
VOLVO,V50,2,25913,323,False,True,0.4502,0.0286,0,,global
VOLVO,V50,3,25913,323,False,True,0.4502,0.0286,0,,global
VOLVO,V50,4,24633,323,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,UP!,1,64654,172,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,UP!,2,36688,172,False,True,0.4502,0.0286,2,0.2941,global
VOLKSWAGEN,UP!,3,28980,172,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,UP!,4,24977,172,False,True,0.4502,0.0286,0,,global
VOLVO,V60,1,200688,439,False,True,0.5042,0.0286,0,,global
VOLVO,V60,2,116517,439,False,True,0.5042,0.0286,0,,global
VOLVO,V60,3,65104,439,False,True,0.4502,0.0286,0,,global
VOLVO,V60,4,42883,439,False,True,0.4502,0.0286,0,,global
TOYOTA,RAV4,1,252272,511,False,True,0.5042,0.0286,0,,global
TOYOTA,RAV4,2,175601,511,False,True,0.5042,0.0286,0,,global
TOYOTA,RAV4,3,117701,511,False,True,0.5042,0.0286,0,,global
TOYOTA,RAV4,4,62651,511,False,True,0.4502,0.0286,0,,global
BMW,1-Serie,1,173194,291,False,True,0.5042,0.0286,0,,global
BMW,1-Serie,2,124242,291,False,True,0.5042,0.0286,0,,global
BMW,1-Serie,3,85575,291,False,True,0.5042,0.0286,0,,global
BMW,1-Serie,4,41241,291,False,True,0.4502,0.0286,0,,global
HYUNDAI,Tucson,1,186900,596,False,True,0.5042,0.0286,0,,global
HYUNDAI,Tucson,2,136260,596,False,True,0.5042,0.0286,0,,global
HYUNDAI,Tucson,3,87987,596,False,True,0.5042,0.0286,0,,global
HYUNDAI,Tucson,4,44338,596,False,True,0.4502,0.0286,0,,global
CITROËN,C5 Aircross,1,139898,62,False,True,0.5042,0.0286,0,,global
CITROËN,C5 Aircross,2,86407,62,False,True,0.5042,0.0286,0,,global
CITROËN,C5 Aircross,3,39639,62,False,True,0.4502,0.0286,0,,global
CITROËN,C5 Aircross,4,17176,62,False,True,0.4502,0.0286,0,,global
KIA,CEE'D SW,1,113513,203,False,True,0.5042,0.0286,0,,global
KIA,CEE'D SW,2,66791,203,False,True,0.4502,0.0286,0,,global
KIA,CEE'D SW,3,46166,203,False,True,0.4502,0.0286,0,,global
KIA,CEE'D SW,4,39004,203,False,True,0.4502,0.0286,0,,global
RENAULT,SCENIC,1,94633,485,False,True,0.5042,0.0286,0,,global
RENAULT,SCENIC,2,65672,485,False,True,0.4502,0.0286,0,,global
RENAULT,SCENIC,3,43120,485,False,True,0.4502,0.0286,0,,global
RENAULT,SCENIC,4,24858,485,False,True,0.4502,0.0286,0,,global
FORD,B-MAX,1,38604,107,False,True,0.4502,0.0286,0,,global
FORD,B-MAX,2,37387,107,False,True,0.4502,0.0286,0,,global
FORD,B-MAX,3,34258,107,False,True,0.4502,0.0286,0,,global
FORD,B-MAX,4,32292,107,False,True,0.4502,0.0286,0,,global
OPEL,ASTRA SPORTS TOURER,1,115464,1018,False,True,0.5042,0.0286,0,,global
OPEL,ASTRA SPORTS TOURER,2,64826,1018,False,True,0.4502,0.0286,0,,global
OPEL,ASTRA SPORTS TOURER,3,42207,1018,False,True,0.4502,0.0286,0,,global
OPEL,ASTRA SPORTS TOURER,4,28807,1018,False,True,0.4502,0.0286,0,,global
MERCEDES-BENZ,GLB,1,372753,52,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLB,2,358332,52,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLB,3,358332,52,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,GLB,4,358332,52,False,True,0.5042,0.0286,0,,global
BMW,3-Serie,1,280716,1088,False,True,0.5042,0.0286,0,,global
BMW,3-Serie,2,157305,1088,False,True,0.5042,0.0286,0,,global
BMW,3-Serie,3,97391,1088,False,True,0.5042,0.0286,0,,global
BMW,3-Serie,4,51400,1088,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,TIGUAN,1,216048,958,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,TIGUAN,2,162902,958,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,TIGUAN,3,115078,958,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,TIGUAN,4,59087,958,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,Golf Sportsvan,1,124206,827,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,Golf Sportsvan,2,86431,827,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,Golf Sportsvan,3,55231,827,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,Golf Sportsvan,4,36309,827,False,True,0.4502,0.0286,0,,global
HONDA,CIVIC,1,146670,802,False,True,0.5042,0.0286,0,,global
HONDA,CIVIC,2,111944,802,False,True,0.5042,0.0286,0,,global
HONDA,CIVIC,3,76074,802,False,True,0.5042,0.0286,0,,global
HONDA,CIVIC,4,38492,802,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,CADDY,1,169673,378,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,CADDY,2,100552,378,False,True,0.5042,0.0286,0,,global
VOLKSWAGEN,CADDY,3,61363,378,False,True,0.4502,0.0286,0,,global
VOLKSWAGEN,CADDY,4,41181,378,False,True,0.4502,0.0286,0,,global
HYUNDAI,i30 Stc.,1,107642,360,False,True,0.5042,0.0286,0,,global
HYUNDAI,i30 Stc.,2,81277,360,False,True,0.5042,0.0286,0,,global
HYUNDAI,i30 Stc.,3,44705,360,False,True,0.4502,0.0286,0,,global
HYUNDAI,i30 Stc.,4,28636,360,False,True,0.4502,0.0286,0,,global
HYUNDAI,Ioniq,1,121286,3481,True,True,0.5652,0.0286,5,0.1635,own_cell
HYUNDAI,Ioniq,2,67085,3481,True,True,0.4502,0.0286,0,,brand_pooled
HYUNDAI,Ioniq,3,40224,3481,True,True,0.4502,0.0286,0,,brand_pooled
HYUNDAI,Ioniq,4,25090,3481,True,True,0.4502,0.0286,0,,brand_pooled
KIA,RIO,1,63166,218,False,True,0.4502,0.0286,0,,global
KIA,RIO,2,49475,218,False,True,0.4502,0.0286,0,,global
KIA,RIO,3,38333,218,False,True,0.4502,0.0286,0,,global
KIA,RIO,4,29295,218,False,True,0.4502,0.0286,0,,global
RENAULT,Captur,1,125979,340,False,True,0.5042,0.0286,0,,global
RENAULT,Captur,2,87241,340,False,True,0.5042,0.0286,0,,global
RENAULT,Captur,3,53795,340,False,True,0.4502,0.0286,0,,global
RENAULT,Captur,4,43195,340,False,True,0.4502,0.0286,0,,global
PEUGEOT,108,1,34923,38,False,True,0.4502,0.0286,0,,global
PEUGEOT,108,2,31303,38,False,True,0.4502,0.0286,0,,global
PEUGEOT,108,3,28699,38,False,True,0.4502,0.0286,0,,global
PEUGEOT,108,4,28699,38,False,True,0.4502,0.0286,0,,global
KIA,CEED,1,112734,633,False,True,0.5042,0.0286,0,,global
KIA,CEED,2,76181,633,False,True,0.5042,0.0286,0,,global
KIA,CEED,3,43886,633,False,True,0.4502,0.0286,0,,global
KIA,CEED,4,34080,633,False,True,0.4502,0.0286,0,,global
SKODA,OCTAVIA COMBI,1,169619,152,False,True,0.5042,0.0286,0,,global
SKODA,OCTAVIA COMBI,2,102903,152,False,True,0.5042,0.0286,0,,global
SKODA,OCTAVIA COMBI,3,58014,152,False,True,0.4502,0.0286,0,,global
SKODA,OCTAVIA COMBI,4,37017,152,False,True,0.4502,0.0286,0,,global
CITROËN,C4,1,97900,190,False,True,0.5042,0.0286,0,,global
CITROËN,C4,2,51392,190,False,True,0.4502,0.0286,0,,global
CITROËN,C4,3,40185,190,False,True,0.4502,0.0286,0,,global
CITROËN,C4,4,28220,190,False,True,0.4502,0.0286,0,,global
OPEL,INSIGNIA,1,121755,1715,False,True,0.5042,0.0286,0,,global
OPEL,INSIGNIA,2,97972,1715,False,True,0.5042,0.0286,0,,global
OPEL,INSIGNIA,3,58665,1715,False,True,0.4502,0.0286,0,,global
OPEL,INSIGNIA,4,37974,1715,False,True,0.4502,0.0286,0,,global
SEAT,Arona,1,127226,149,False,True,0.5042,0.0286,0,,global
SEAT,Arona,2,107415,149,False,True,0.5042,0.0286,0,,global
SEAT,Arona,3,99123,149,False,True,0.5042,0.0286,0,,global
SEAT,Arona,4,99123,149,False,True,0.5042,0.0286,0,,global
AUDI,Q5,1,370513,32,False,True,0.5042,0.0286,0,,global
AUDI,Q5,2,291777,32,False,True,0.5042,0.0286,2,0.1534,global
AUDI,Q5,3,150842,32,False,True,0.5042,0.0286,0,,global
AUDI,Q5,4,85991,32,False,True,0.5042,0.0286,0,,global
FORD,Focus,1,110530,1674,False,True,0.5042,0.0286,0,,global
FORD,Focus,2,59076,1674,False,True,0.4502,0.0286,0,,global
FORD,Focus,3,39149,1674,False,True,0.4502,0.0286,0,,global
FORD,Focus,4,26148,1674,False,True,0.4502,0.0286,0,,global
SKODA,SCALA,1,123826,44,False,True,0.5042,0.0286,0,,global
SKODA,SCALA,2,111446,44,False,True,0.5042,0.0286,0,,global
SKODA,SCALA,3,111446,44,False,True,0.5042,0.0286,0,,global
SKODA,SCALA,4,111446,44,False,True,0.5042,0.0286,0,,global
PEUGEOT,508,1,151955,661,False,True,0.5042,0.0286,0,,global
PEUGEOT,508,2,78560,661,False,True,0.5042,0.0286,0,,global
PEUGEOT,508,3,47282,661,False,True,0.4502,0.0286,0,,global
PEUGEOT,508,4,32465,661,False,True,0.4502,0.0286,0,,global
MAZDA,Mazda CX-30,1,172223,559,True,True,0.5042,0.0286,0,,brand_pooled
MAZDA,Mazda CX-30,2,135502,559,True,True,0.5042,0.0286,0,,brand_pooled
MAZDA,Mazda CX-30,3,100185,559,True,True,0.5042,0.0286,0,,brand_pooled
MAZDA,Mazda CX-30,4,56098,559,True,True,0.4502,0.0286,0,,brand_pooled
AUDI,A3,1,86818,58,False,True,0.5042,0.0286,0,,global
AUDI,A3,2,88181,58,False,True,0.5042,0.0286,0,,global
AUDI,A3,3,65802,58,False,True,0.4502,0.0286,0,,global
AUDI,A3,4,39108,58,False,True,0.4502,0.0286,0,,global
BMW,X3,1,362523,574,False,True,0.5042,0.0286,0,,global
BMW,X3,2,237062,574,False,True,0.5042,0.0286,0,,global
BMW,X3,3,143496,574,False,True,0.5042,0.0286,0,,global
BMW,X3,4,66977,574,False,True,0.4502,0.0286,0,,global
NISSAN,X-TRAIL,1,189418,157,False,True,0.5042,0.0286,0,,global
NISSAN,X-TRAIL,2,113136,157,False,True,0.5042,0.0286,0,,global
NISSAN,X-TRAIL,3,98068,157,False,True,0.5042,0.0286,0,,global
NISSAN,X-TRAIL,4,63036,157,False,True,0.4502,0.0286,0,,global
OPEL,ZAFIRA,1,162909,638,False,True,0.5042,0.0286,0,,global
OPEL,ZAFIRA,2,84592,638,False,True,0.5042,0.0286,0,,global
OPEL,ZAFIRA,3,58108,638,False,True,0.4502,0.0286,0,,global
OPEL,ZAFIRA,4,41962,638,False,True,0.4502,0.0286,0,,global
HYUNDAI,i10 AC3,1,48767,43,False,True,0.4502,0.0286,0,,global
HYUNDAI,i10 AC3,2,37900,43,False,True,0.4502,0.0286,0,,global
HYUNDAI,i10 AC3,3,28386,43,False,True,0.4502,0.0286,0,,global
HYUNDAI,i10 AC3,4,18766,43,False,True,0.4502,0.0286,0,,global
MERCEDES-BENZ,C-Klasse,1,330529,938,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,C-Klasse,2,197902,938,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,C-Klasse,3,119879,938,False,True,0.5042,0.0286,0,,global
MERCEDES-BENZ,C-Klasse,4,52684,938,False,True,0.4502,0.0286,0,,global
FORD,S-MAX,1,94352,282,False,True,0.5042,0.0286,0,,global
FORD,S-MAX,2,99967,282,False,True,0.5042,0.0286,0,,global
FORD,S-MAX,3,78596,282,False,True,0.5042,0.0286,0,,global
FORD,S-MAX,4,43713,282,False,True,0.4502,0.0286,0,,global
KIA,Niro,1,147134,2480,True,True,0.7037,0.0286,5,0.2195,own_cell
KIA,Niro,2,65345,2480,True,True,0.4502,0.0286,0,,brand_pooled
KIA,Niro,3,44619,2480,True,True,0.4502,0.0286,0,,brand_pooled
KIA,Niro,4,28936,2480,True,True,0.4502,0.0286,0,,brand_pooled
SKODA,KAROQ,1,184033,24,False,True,0.5042,0.0286,0,,global
SKODA,KAROQ,2,176109,24,False,True,0.5042,0.0286,0,,global
SKODA,KAROQ,3,176109,24,False,True,0.5042,0.0286,0,,global
SKODA,KAROQ,4,176109,24,False,True,0.5042,0.0286,0,,global
KIA,VENGA,1,56110,89,False,True,0.4502,0.0286,0,,global
KIA,VENGA,2,56403,89,False,True,0.4502,0.0286,0,,global
KIA,VENGA,3,46995,89,False,True,0.4502,0.0286,0,,global
KIA,VENGA,4,35675,89,False,True,0.4502,0.0286,0,,global
