dmr_make,dmr_model,dk_vehicle_count,dk_sample_variants,proposed_dvsa_make,proposed_dvsa_model_token,uk_test_count,confidence,rule_fired,decision
FORD,NY Focus,2243,"1.0 EcoBoost (125 HK) Stationcar Forhjulstræk Man.; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Man.; 1.6 TDCi (115 HK) Stationcar Forhjulstræk Man.",FORD,FOCAS,1,medium,name_similarity_firsttoken,
FORD,Transit Custom Kombi,2219,2.0TDCi - FWD (130 HK) Kombi FWD A6; 2.0TDCi - FWD (105 HK) Kombi FWD M6; 2.0TDCi - FWD (130 HK ) Kombi FWD A6,FORD,TRANSIT,1605434,high,name_similarity_firsttoken,
FORD,Transit Custom Kombi,2219,2.0TDCi - FWD (130 HK) Kombi FWD A6; 2.0TDCi - FWD (105 HK) Kombi FWD M6; 2.0TDCi - FWD (130 HK ) Kombi FWD A6,FORD,"TRANSIT,",9,high,name_similarity_firsttoken,
FORD,Transit Custom Kombi,2219,2.0TDCi - FWD (130 HK) Kombi FWD A6; 2.0TDCi - FWD (105 HK) Kombi FWD M6; 2.0TDCi - FWD (130 HK ) Kombi FWD A6,FORD,TRANSSIT,2,high,name_similarity_firsttoken,
FORD,Transit Custom Kombi,2219,2.0TDCi - FWD (130 HK) Kombi FWD A6; 2.0TDCi - FWD (105 HK) Kombi FWD M6; 2.0TDCi - FWD (130 HK ) Kombi FWD A6,FORD,TRASNSIT,2,high,name_similarity_firsttoken,
FORD,Transit Custom Kombi,2219,2.0TDCi - FWD (130 HK) Kombi FWD A6; 2.0TDCi - FWD (105 HK) Kombi FWD M6; 2.0TDCi - FWD (130 HK ) Kombi FWD A6,FORD,TRANTSIT,2,high,name_similarity_firsttoken,
KIA,XCeed,2204,"1.6 GDI Plug-in Hybrid 5-dørs DCT 6; 1,6  Plug-in Hybrid; 1.6 5-dørs DCT 6",KIA,CEED,306364,medium,name_similarity_firsttoken,
KIA,XCeed,2204,"1.6 GDI Plug-in Hybrid 5-dørs DCT 6; 1,6  Plug-in Hybrid; 1.6 5-dørs DCT 6",KIA,XCEED,45281,high,name_similarity_firsttoken,
KIA,XCeed,2204,"1.6 GDI Plug-in Hybrid 5-dørs DCT 6; 1,6  Plug-in Hybrid; 1.6 5-dørs DCT 6",KIA,CEE,38,medium,name_similarity_firsttoken,
KIA,XCeed,2204,"1.6 GDI Plug-in Hybrid 5-dørs DCT 6; 1,6  Plug-in Hybrid; 1.6 5-dørs DCT 6",KIA,"CEE,D",14,medium,name_similarity_firsttoken,
KIA,XCeed,2204,"1.6 GDI Plug-in Hybrid 5-dørs DCT 6; 1,6  Plug-in Hybrid; 1.6 5-dørs DCT 6",KIA,CREED,6,medium,name_similarity_firsttoken,
PEUGEOT,508,2195,HYBRID 225 SW EAT8; BlueHDi 130 SW EAT8; BlueHDi 130 4D EAT8,PEUGEOT,508,45170,exact,code_exact,
AUDI,A5 SPORTBACK,2179,"1.8 TFSI 144 HK 5-DØRS MULTITRONIC; 40 TFSI Sportback S tronic; 2,0 TFSI 190 hk 140 kW 5-dørs Forhjulstræk S tronic",AUDI,A5,298367,exact,code_exact,
KIA,Stonic,2134,1.0 5-dørs DCT 7; 1.0 5-dørs Man. 6; 1.0 5-dørs Man. 5,KIA,STONIC,65069,high,name_similarity_firsttoken,
KIA,Stonic,2134,1.0 5-dørs DCT 7; 1.0 5-dørs Man. 6; 1.0 5-dørs Man. 5,KIA,STONIK,2,medium,name_similarity_firsttoken,
MERCEDES-BENZ,E,2114,200T CDI BE AUT.; 200 CDI BE AUT.; 220 CDI BE AUT.,MERCEDES-BENZ,E,556928,exact,short_code_exact,
MG,EHS Plug-in Hybrid,2109,"1.5 5-dørs Aut. 6; 1,5; 1,5 TGI",MG,HS,49179,medium,name_similarity_firsttoken,
MG,EHS Plug-in Hybrid,2109,"1.5 5-dørs Aut. 6; 1,5; 1,5 TGI",MG,EHS,2,high,name_similarity_firsttoken,
SKODA,KODIAQ,2109,2.0 TDI 150 DSG7; 1.5 TSI 150 DSG7; 2.0 TDI 190 4X4 DSG7,SKODA,KODIAQ,90533,high,name_similarity_firsttoken,
SKODA,KODIAQ,2109,2.0 TDI 150 DSG7; 1.5 TSI 150 DSG7; 2.0 TDI 190 4X4 DSG7,SKODA,SKODA,8,medium,name_similarity_firsttoken,
MITSUBISHI,ASX,2106,1.6; 1.8DI-D; 2.2DI-D 4WD Aut,MITSUBISHI,ASX,69713,exact,short_code_exact,
SUZUKI,SX4 COMBIBACK,2103,"1,6; 1,6 AT; 1,6 4WD",SUZUKI,SX4,103026,high,name_similarity_firsttoken,
SUZUKI,SX4 COMBIBACK,2103,"1,6; 1,6 AT; 1,6 4WD",SUZUKI,SX,244,medium,name_similarity_firsttoken,
SUZUKI,SX4 COMBIBACK,2103,"1,6; 1,6 AT; 1,6 4WD",SUZUKI,SZ4,10,medium,name_similarity_firsttoken,
SUZUKI,SX4 COMBIBACK,2103,"1,6; 1,6 AT; 1,6 4WD",SUZUKI,GSX400,2,medium,name_similarity_firsttoken,
SUZUKI,SX4 COMBIBACK,2103,"1,6; 1,6 AT; 1,6 4WD",SUZUKI,SJ4,1,medium,name_similarity_firsttoken,
MINI,COOPER,2097,"136 HK; 1,5 Cabriolet Steptronic; 1,5 Steptronic",MINI,COOPER,763963,high,name_similarity_firsttoken,
MINI,COOPER,2097,"136 HK; 1,5 Cabriolet Steptronic; 1,5 Steptronic",MINI,COPPER,26,medium,name_similarity_firsttoken,
MINI,COOPER,2097,"136 HK; 1,5 Cabriolet Steptronic; 1,5 Steptronic",MINI,COOPERS,5,high,name_similarity_firsttoken,
MINI,COOPER,2097,"136 HK; 1,5 Cabriolet Steptronic; 1,5 Steptronic",MINI,COPER,4,high,name_similarity_firsttoken,
MINI,COOPER,2097,"136 HK; 1,5 Cabriolet Steptronic; 1,5 Steptronic",MINI,COOPER4,3,high,name_similarity_firsttoken,
MITSUBISHI,COLT,2076,1.3 ELEGANCE 5D CP C; 1.3 INTENSE CP CLEAR; 1.3 ELEGANCE 5D AM/T,MITSUBISHI,COLT,55799,exact,short_code_exact,
MERCEDES-BENZ,GLC,2052,300 de SUV 4MATIC 9G-TRONIC; 220 d SUV 4MATIC 9G-TRONIC; 350 d SUV 4MATIC 9G-TRONIC,MERCEDES-BENZ,GLC,180481,exact,short_code_exact,
SEAT,Ibiza GP2,2032,1.0 TSI 95 HK 5-DØRS; 1.0 TSI 110 HK 5-DØRS; 1.8 TSI 192 HK 3-DØRS,SEAT,IBIZA,487807,high,name_similarity_firsttoken,
SEAT,Ibiza GP2,2032,1.0 TSI 95 HK 5-DØRS; 1.0 TSI 110 HK 5-DØRS; 1.8 TSI 192 HK 3-DØRS,SEAT,IBZA,5,medium,name_similarity_firsttoken,
SEAT,Ibiza GP2,2032,1.0 TSI 95 HK 5-DØRS; 1.0 TSI 110 HK 5-DØRS; 1.8 TSI 192 HK 3-DØRS,SEAT,IBEZA,3,medium,name_similarity_firsttoken,
SEAT,Ibiza GP2,2032,1.0 TSI 95 HK 5-DØRS; 1.0 TSI 110 HK 5-DØRS; 1.8 TSI 192 HK 3-DØRS,SEAT,IBIXA,3,medium,name_similarity_firsttoken,
MERCEDES-BENZ,CLA,2030,200 Coupé 7G-DCT; 200 Shooting Brake Stationscar 7G-DCT; 200 d Shooting Brake Stationscar 7G-DCT,MERCEDES-BENZ,CLA,160338,exact,short_code_exact,
AUDI,A1 SPORTBACK,2002,1.0 TFSI 95 HK 5-DØRS; 1.6 TDI 90 HK 5-DØRS; 1.2 86 HK 4-DØRS,AUDI,A1,548711,exact,code_exact,
FIAT,500 C,1959,1.2; 875 TB; 1.2 AUT.,FIAT,500,1046964,exact,code_exact,
MAZDA,Mazda CX-30,1948,2.0 SKYACTIV-G 150 HK 5-dørs aut.; 2.0 SKYACTIV-G 150 HK 5-dørs man.; 2.0 SKYACTIV-X 180 HK 5-dørs aut.,MAZDA,MAZDA,1315,high,name_similarity_firsttoken,
MAZDA,Mazda CX-30,1948,2.0 SKYACTIV-G 150 HK 5-dørs aut.; 2.0 SKYACTIV-G 150 HK 5-dørs man.; 2.0 SKYACTIV-X 180 HK 5-dørs aut.,MAZDA,MAZDA3,14,high,name_similarity_firsttoken,
MAZDA,Mazda CX-30,1948,2.0 SKYACTIV-G 150 HK 5-dørs aut.; 2.0 SKYACTIV-G 150 HK 5-dørs man.; 2.0 SKYACTIV-X 180 HK 5-dørs aut.,MAZDA,MAZDA5,9,high,name_similarity_firsttoken,
MAZDA,Mazda CX-30,1948,2.0 SKYACTIV-G 150 HK 5-dørs aut.; 2.0 SKYACTIV-G 150 HK 5-dørs man.; 2.0 SKYACTIV-X 180 HK 5-dørs aut.,MAZDA,MAZDA2,6,high,name_similarity_firsttoken,
MAZDA,Mazda CX-30,1948,2.0 SKYACTIV-G 150 HK 5-dørs aut.; 2.0 SKYACTIV-G 150 HK 5-dørs man.; 2.0 SKYACTIV-X 180 HK 5-dørs aut.,MAZDA,MAZDA6,2,high,name_similarity_firsttoken,
TOYOTA,Yaris Cross,1939,1.5 hybrid (116 hk) aut. gear,TOYOTA,YARIS,1114899,high,name_similarity_firsttoken,
TOYOTA,Yaris Cross,1939,1.5 hybrid (116 hk) aut. gear,TOYOTA,AURIS,359334,medium,name_similarity_firsttoken,
TOYOTA,Yaris Cross,1939,1.5 hybrid (116 hk) aut. gear,TOYOTA,YARIUS,2,high,name_similarity_firsttoken,
TOYOTA,Yaris Cross,1939,1.5 hybrid (116 hk) aut. gear,TOYOTA,YARRIS,2,high,name_similarity_firsttoken,
TOYOTA,Yaris Cross,1939,1.5 hybrid (116 hk) aut. gear,TOYOTA,AYRIS,2,medium,name_similarity_firsttoken,
PEUGEOT,508,1936,"2,0 HDI 163 HK SW; 1,6 HDI 112 HK SW; 1,6 HDI 114 HK SW",PEUGEOT,508,45170,exact,code_exact,
BMW,4-serie,1925,420d Gran Coupé Steptronic; 420i Gran Coupé Steptronic; 430d Gran Coupé Steptronic,BMW,420,159348,high,family_series_sibling,
BMW,4-serie,1925,420d Gran Coupé Steptronic; 420i Gran Coupé Steptronic; 430d Gran Coupé Steptronic,BMW,430,32755,high,family_series_sibling,
BMW,4-serie,1925,420d Gran Coupé Steptronic; 420i Gran Coupé Steptronic; 430d Gran Coupé Steptronic,BMW,435,29029,high,family_series_sibling,
BMW,4-serie,1925,420d Gran Coupé Steptronic; 420i Gran Coupé Steptronic; 430d Gran Coupé Steptronic,BMW,440,10622,high,family_series_sibling,
BMW,4-serie,1925,420d Gran Coupé Steptronic; 420i Gran Coupé Steptronic; 430d Gran Coupé Steptronic,BMW,428,6494,high,family_series_sibling,
BMW,4-serie,1925,420d Gran Coupé Steptronic; 420i Gran Coupé Steptronic; 430d Gran Coupé Steptronic,BMW,4 SERIES,2853,high,family_series_literal,
BMW,4-serie,1925,420d Gran Coupé Steptronic; 420i Gran Coupé Steptronic; 430d Gran Coupé Steptronic,BMW,418,2267,high,family_series_sibling,
BMW,4-serie,1925,420d Gran Coupé Steptronic; 420i Gran Coupé Steptronic; 430d Gran Coupé Steptronic,BMW,425,539,high,family_series_sibling,
CITROËN,C4 PICASSO,1915,"1,6 MPV; 1,6 MPV 6 Aut.; 1.6 BlueHDi 120 HK  MPV Man.",CITROEN,C4,451899,exact,code_exact,
CITROËN,DS3,1908,"HDI 90; 1,6 2-dørs m. bagklap; 1,2 2-dørs med bagklap 5 Man",CITROEN,DS3,193113,high,name_similarity_firsttoken,
CITROËN,DS3,1908,"HDI 90; 1,6 2-dørs m. bagklap; 1,2 2-dørs med bagklap 5 Man",CITROEN,DS4,26843,medium,name_similarity_firsttoken,
CITROËN,DS3,1908,"HDI 90; 1,6 2-dørs m. bagklap; 1,2 2-dørs med bagklap 5 Man",CITROEN,DS5,10754,medium,name_similarity_firsttoken,
CITROËN,DS3,1908,"HDI 90; 1,6 2-dørs m. bagklap; 1,2 2-dørs med bagklap 5 Man",CITROEN,DS,237,medium,name_similarity_firsttoken,
CITROËN,DS3,1908,"HDI 90; 1,6 2-dørs m. bagklap; 1,2 2-dørs med bagklap 5 Man",CITROEN,DS7,11,medium,name_similarity_firsttoken,
RENAULT,SCENIC,1877,1.5 dCi ESM 110; 1.5 dCi 110; 1.5 dCi 110 EDC,RENAULT,SCENIC,93139,high,name_similarity_firsttoken,
RENAULT,SCENIC,1877,1.5 dCi ESM 110; 1.5 dCi 110; 1.5 dCi 110 EDC,RENAULT,GSCENIC,623,high,name_similarity_firsttoken,
RENAULT,SCENIC,1877,1.5 dCi ESM 110; 1.5 dCi 110; 1.5 dCi 110 EDC,RENAULT,GRSCENIC,262,medium,name_similarity_firsttoken,
RENAULT,SCENIC,1877,1.5 dCi ESM 110; 1.5 dCi 110; 1.5 dCi 110 EDC,RENAULT,SENIC,8,high,name_similarity_firsttoken,
RENAULT,SCENIC,1877,1.5 dCi ESM 110; 1.5 dCi 110; 1.5 dCi 110 EDC,RENAULT,SCIENIC,1,high,name_similarity_firsttoken,
NISSAN,Qashqai J11A,1840,DIG-T 115 2WD 6 M/T; 1.5 dCi 2WD 6 M/T; dCi 110 2WD 6 M/T,NISSAN,QASHQAI,1469028,high,name_similarity_firsttoken,
NISSAN,Qashqai J11A,1840,DIG-T 115 2WD 6 M/T; 1.5 dCi 2WD 6 M/T; dCi 110 2WD 6 M/T,NISSAN,QUASHQAI,14,high,name_similarity_firsttoken,
NISSAN,Qashqai J11A,1840,DIG-T 115 2WD 6 M/T; 1.5 dCi 2WD 6 M/T; dCi 110 2WD 6 M/T,NISSAN,QASHQI,4,high,name_similarity_firsttoken,
NISSAN,Qashqai J11A,1840,DIG-T 115 2WD 6 M/T; 1.5 dCi 2WD 6 M/T; dCi 110 2WD 6 M/T,NISSAN,QASQAI,3,high,name_similarity_firsttoken,
NISSAN,Qashqai J11A,1840,DIG-T 115 2WD 6 M/T; 1.5 dCi 2WD 6 M/T; dCi 110 2WD 6 M/T,NISSAN,QASHQUAI,2,high,name_similarity_firsttoken,
HYUNDAI,Ioniq,1839,PHEV Hatchback  DCT; HEV DCT; B5P21,HYUNDAI,IONIQ,115275,high,name_similarity_firsttoken,
HYUNDAI,Ioniq,1839,PHEV Hatchback  DCT; HEV DCT; B5P21,HYUNDAI,"IONIQ,",4,high,name_similarity_firsttoken,
HYUNDAI,Ioniq,1839,PHEV Hatchback  DCT; HEV DCT; B5P21,HYUNDAI,IONQ,3,medium,name_similarity_firsttoken,
MERCEDES-BENZ,GLA,1831,250 e 8G-DCT; 200 7G-DCT; 200 d 8G-DCT,MERCEDES-BENZ,GLA,202186,exact,short_code_exact,
FORD,FOCUS STATIONSVOGN,1801,"1,6 TDCI; 1,6 TDCI ECONETIC; 1,6",FORD,FOCUS,2291752,high,name_similarity_firsttoken,
FORD,FOCUS STATIONSVOGN,1801,"1,6 TDCI; 1,6 TDCI ECONETIC; 1,6",FORD,FOUCS,5,medium,name_similarity_firsttoken,
FORD,FOCUS STATIONSVOGN,1801,"1,6 TDCI; 1,6 TDCI ECONETIC; 1,6",FORD,FOLUS,4,medium,name_similarity_firsttoken,
FORD,FOCUS STATIONSVOGN,1801,"1,6 TDCI; 1,6 TDCI ECONETIC; 1,6",FORD,LOCUST,2,medium,name_similarity_firsttoken,
FORD,FOCUS STATIONSVOGN,1801,"1,6 TDCI; 1,6 TDCI ECONETIC; 1,6",FORD,FOCAS,1,medium,name_similarity_firsttoken,
FORD,PUMA,1795,1.0 EcoBoost Hybrid (125 HK) 5-dørs FWD M6; 1.0 EcoBoost (125 HK) 5-dørs FWD DCT; 1.0 mHEV (125 HK) 5-dørs FWD M6,FORD,PUMA,163504,exact,short_code_exact,
SEAT,Ateca,1775,1.5 TSI 150 SUV DSG7; 1.4 TSI ACT 150  DSG7; 1.4 TSI ACT 150  6 trins manuel,SEAT,ATECA,109528,high,name_similarity_firsttoken,
SEAT,Ateca,1775,1.5 TSI 150 SUV DSG7; 1.4 TSI ACT 150  DSG7; 1.4 TSI ACT 150  6 trins manuel,SEAT,ALTEA,35254,medium,name_similarity_firsttoken,
SEAT,Ateca,1775,1.5 TSI 150 SUV DSG7; 1.4 TSI ACT 150  DSG7; 1.4 TSI ACT 150  6 trins manuel,SEAT,ATCEA,3,medium,name_similarity_firsttoken,
SEAT,Ateca,1775,1.5 TSI 150 SUV DSG7; 1.4 TSI ACT 150  DSG7; 1.4 TSI ACT 150  6 trins manuel,SEAT,ALTTEA,3,medium,name_similarity_firsttoken,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,218,159274,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,220,54327,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,2 SERIES,46725,high,family_series_literal,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,216,13129,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,225,13008,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,228,1267,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,223,433,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,230,302,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,2002,185,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,2000,29,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,240,13,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,2500,10,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,235,7,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,2800,5,high,family_series_sibling,
BMW,2-Serie,1774,218d Gran Tourer Steptronic; 218i Active Tourer Steptronic; 218d Active Tourer,BMW,20,2,high,family_series_sibling,
FORD,B-MAX,1774,"1.0 EcoBoost (100 HK) Hatchback, 5 dørs Forhjulstræk Manuel; 1.0 EcoBoost (125 HK) Hatchback, 5 dørs Forhjulstræk Manuel; 1.6 Powershift (105 HK)  Hatchback, 5 dørs Forhjulstræk Automatisk",FORD,B,132815,exact,code_exact,
BMW,X5,1767,45e SUV xDrive Steptronic; XDRIVE45e; xDrive 45e,BMW,X5,213387,exact,code_exact,
CITROËN,Grand C4 SpaceTourer,1762,1.2 PureTech 130 MPV; 1.2 PureTech 130 hk MPV; 1.5 BlueHDi 130 MPV Aut.,CITROEN,GRAND,11395,high,name_similarity_firsttoken,
CITROËN,Grand C4 SpaceTourer,1762,1.2 PureTech 130 MPV; 1.2 PureTech 130 hk MPV; 1.5 BlueHDi 130 MPV Aut.,CITROEN,SPACETOURER,7314,medium,name_similarity_fullstring,
AUDI,A3,1760,"2,0 TDI; 1,6 TDI; 1,6",AUDI,A3,1007746,exact,code_exact,
VOLVO,V70,1756,D4 aut.; D3 AUT.; D3 Man.,VOLVO,V70,101425,exact,code_exact,
FORD,GALAXY,1725,"2,0 TDCI; 2,0 TDCI AUT; 2.0 TDCi (163 HK) MPV Forhjulstræk Manuel",FORD,GALAXY,146513,high,name_similarity_firsttoken,
FORD,GALAXY,1725,"2,0 TDCI; 2,0 TDCI AUT; 2.0 TDCi (163 HK) MPV Forhjulstræk Manuel",FORD,GALAXIE,28,medium,name_similarity_firsttoken,
FORD,GALAXY,1725,"2,0 TDCI; 2,0 TDCI AUT; 2.0 TDCi (163 HK) MPV Forhjulstræk Manuel",FORD,GALXAY,4,medium,name_similarity_firsttoken,
FORD,GALAXY,1725,"2,0 TDCI; 2,0 TDCI AUT; 2.0 TDCi (163 HK) MPV Forhjulstræk Manuel",FORD,GALAXEY,1,high,name_similarity_firsttoken,
FIAT,Punto S7,1690,0.9 100; 1.2 69; 0.9 85,FIAT,PUNTO,148776,high,name_similarity_firsttoken,
FIAT,Punto S7,1690,0.9 100; 1.2 69; 0.9 85,FIAT,AUTO,23487,medium,name_similarity_firsttoken,
FIAT,Punto S7,1690,0.9 100; 1.2 69; 0.9 85,FIAT,UNO,393,medium,name_similarity_firsttoken,
FIAT,Punto S7,1690,0.9 100; 1.2 69; 0.9 85,FIAT,SUNTOR,2,medium,name_similarity_firsttoken,
FIAT,Punto S7,1690,0.9 100; 1.2 69; 0.9 85,FIAT,SUNTOUR,2,medium,name_similarity_firsttoken,
OPEL,Mokka,1686,"1.2 130 SUV AT; 1,4 Turbo 140HK MPV; 1,4 Turbo 140HK MPV Aut.",VAUXHALL,MOKKA,603417,high,name_similarity_firsttoken,
RENAULT,MEGANE SPORT TOURER,1658,"1,5 DCI 110; 1,5 DCI 90; 1,6 16V 110",RENAULT,MEGANE,270742,high,name_similarity_firsttoken,
RENAULT,MEGANE SPORT TOURER,1658,"1,5 DCI 110; 1,5 DCI 90; 1,6 16V 110",RENAULT,MEGAN,46,high,name_similarity_firsttoken,
RENAULT,MEGANE SPORT TOURER,1658,"1,5 DCI 110; 1,5 DCI 90; 1,6 16V 110",RENAULT,MAGANE,14,medium,name_similarity_firsttoken,
RENAULT,MEGANE SPORT TOURER,1658,"1,5 DCI 110; 1,5 DCI 90; 1,6 16V 110",RENAULT,MEGANNE,9,high,name_similarity_firsttoken,
RENAULT,MEGANE SPORT TOURER,1658,"1,5 DCI 110; 1,5 DCI 90; 1,6 16V 110",RENAULT,MAGAN,5,medium,name_similarity_firsttoken,
HYUNDAI,I 10,1642,"1,2; 1,1; 1,2 AUT.",HYUNDAI,I,41,exact,code_exact,
HYUNDAI,IX20,1641,"1.4 5 dørs MPV; 1,4; 1.4 CRDi 5 dørs MPV",HYUNDAI,IX20,71084,high,name_similarity_firsttoken,
HYUNDAI,IX20,1641,"1.4 5 dørs MPV; 1,4; 1.4 CRDi 5 dørs MPV",HYUNDAI,1X20,10,medium,name_similarity_firsttoken,
HYUNDAI,IX20,1641,"1.4 5 dørs MPV; 1,4; 1.4 CRDi 5 dørs MPV",HYUNDAI,IX,9,medium,name_similarity_firsttoken,
HYUNDAI,IX20,1641,"1.4 5 dørs MPV; 1,4; 1.4 CRDi 5 dørs MPV",HYUNDAI,LX20,2,medium,name_similarity_firsttoken,
HYUNDAI,IX20,1641,"1.4 5 dørs MPV; 1,4; 1.4 CRDi 5 dørs MPV",HYUNDAI,IX25,1,medium,name_similarity_firsttoken,
SUZUKI,SX4,1616,"1,6 5-dørs; 1,6; 1,6 SEDAN",SUZUKI,SX4,103026,high,name_similarity_firsttoken,
