dmr_make,dmr_model,age_band,strata_merged,n_tests,pass_rate,reference_weight
MITSUBISHI,ASX,4,3,1601,0.7039,0.2841
MITSUBISHI,ASX,4,4,2872,0.6163,0.2883
MITSUBISHI,ASX,4,5,1869,0.5762,0.167
MITSUBISHI,ASX,4,6,714,0.5476,0.0996
MITSUBISHI,COLT,2,1,296,0.8007,0.0994
MITSUBISHI,COLT,2,2,781,0.7337,0.3905
MITSUBISHI,COLT,2,3,477,0.6457,0.3331
MITSUBISHI,COLT,2,4+5+6,131,0.4885,0.1771
MITSUBISHI,COLT,3,1,1616,0.7927,0.0416
MITSUBISHI,COLT,3,2,5984,0.7047,0.2241
MITSUBISHI,COLT,3,3,5782,0.5979,0.3476
MITSUBISHI,COLT,3,4,2446,0.5168,0.2389
MITSUBISHI,COLT,3,5,585,0.4581,0.099
MITSUBISHI,COLT,3,6,172,0.4244,0.0488
MITSUBISHI,COLT,4,1,2401,0.7672,0.0227
MITSUBISHI,COLT,4,2,12758,0.6407,0.1383
MITSUBISHI,COLT,4,3,20037,0.5255,0.2841
MITSUBISHI,COLT,4,4,13562,0.4614,0.2883
MITSUBISHI,COLT,4,5,4530,0.4338,0.167
MITSUBISHI,COLT,4,6,1242,0.4195,0.0996
MITSUBISHI,OUTLANDER,1,1,14785,0.8906,0.3006
MITSUBISHI,OUTLANDER,1,2,53168,0.8616,0.5074
MITSUBISHI,OUTLANDER,1,3,27928,0.8289,0.1467
MITSUBISHI,OUTLANDER,1,4,8523,0.8275,0.0315
MITSUBISHI,OUTLANDER,1,5,2577,0.8397,0.0089
MITSUBISHI,OUTLANDER,1,6,1009,0.8038,0.0049
MITSUBISHI,OUTLANDER,2,1,2427,0.8888,0.0994
MITSUBISHI,OUTLANDER,2,2,24747,0.8268,0.3905
MITSUBISHI,OUTLANDER,2,3,42013,0.7603,0.3331
MITSUBISHI,OUTLANDER,2,4,22907,0.7146,0.1222
MITSUBISHI,OUTLANDER,2,5,8453,0.7177,0.036
MITSUBISHI,OUTLANDER,2,6,5292,0.7417,0.0189
MITSUBISHI,OUTLANDER,3,1,217,0.8479,0.0416
MITSUBISHI,OUTLANDER,3,2,2593,0.7782,0.2241
MITSUBISHI,OUTLANDER,3,3,9275,0.6965,0.3476
MITSUBISHI,OUTLANDER,3,4,11240,0.6133,0.2389
MITSUBISHI,OUTLANDER,3,5,5483,0.5836,0.099
MITSUBISHI,OUTLANDER,3,6,2341,0.595,0.0488
MITSUBISHI,OUTLANDER,4,1+2,589,0.7368,0.161
MITSUBISHI,OUTLANDER,4,3,2436,0.6059,0.2841
MITSUBISHI,OUTLANDER,4,4,6059,0.5545,0.2883
MITSUBISHI,OUTLANDER,4,5,6704,0.5176,0.167
MITSUBISHI,OUTLANDER,4,6,4554,0.4998,0.0996
MITSUBISHI,SPACE STAR,1,1,8406,0.8731,0.3006
MITSUBISHI,SPACE STAR,1,2,4067,0.821,0.5074
MITSUBISHI,SPACE STAR,1,3+4+5+6,622,0.7621,0.192
MITSUBISHI,SPACE STAR,2,1,5482,0.8787,0.0994
MITSUBISHI,SPACE STAR,2,2,8477,0.8128,0.3905
MITSUBISHI,SPACE STAR,2,3,3160,0.7206,0.3331
MITSUBISHI,SPACE STAR,2,4,636,0.6541,0.1222
MITSUBISHI,SPACE STAR,2,5+6,139,0.5971,0.0549
MITSUBISHI,SPACE STAR,3,1,1150,0.8748,0.0416
MITSUBISHI,SPACE STAR,3,2,3501,0.7966,0.2241
MITSUBISHI,SPACE STAR,3,3,2475,0.7051,0.3476
MITSUBISHI,SPACE STAR,3,4,823,0.61,0.2389
MITSUBISHI,SPACE STAR,3,5+6,242,0.5455,0.1479
NISSAN,JUKE,1,1,114660,0.8627,0.3006
NISSAN,JUKE,1,2,168857,0.8092,0.5074
NISSAN,JUKE,1,3,31628,0.7292,0.1467
NISSAN,JUKE,1,4,3024,0.6528,0.0315
NISSAN,JUKE,1,5+6,369,0.5908,0.0139
NISSAN,JUKE,2,1,35750,0.8501,0.0994
NISSAN,JUKE,2,2,196577,0.7368,0.3905
NISSAN,JUKE,2,3,149241,0.6149,0.3331
NISSAN,JUKE,2,4,36906,0.5389,0.1222
NISSAN,JUKE,2,5,5779,0.5202,0.036
NISSAN,JUKE,2,6,976,0.4826,0.0189
NISSAN,JUKE,3,1,6872,0.8399,0.0416
NISSAN,JUKE,3,2,65885,0.6745,0.2241
NISSAN,JUKE,3,3,125069,0.5567,0.3476
NISSAN,JUKE,3,4,70717,0.4937,0.2389
NISSAN,JUKE,3,5,18526,0.4743,0.099
NISSAN,JUKE,3,6,3823,0.4677,0.0488
NISSAN,JUKE,4,1,491,0.8432,0.0227
NISSAN,JUKE,4,2,5740,0.6524,0.1383
NISSAN,JUKE,4,3,17442,0.5488,0.2841
NISSAN,JUKE,4,4,17156,0.498,0.2883
NISSAN,JUKE,4,5,6843,0.476,0.167
NISSAN,JUKE,4,6,1801,0.4625,0.0996
NISSAN,MICRA,1,1,64370,0.8429,0.3006
NISSAN,MICRA,1,2,46494,0.7371,0.5074
NISSAN,MICRA,1,3,6031,0.6561,0.1467
NISSAN,MICRA,1,4,779,0.6264,0.0315
NISSAN,MICRA,1,5+6,181,0.6354,0.0139
NISSAN,MICRA,2,1,51109,0.8058,0.0994
NISSAN,MICRA,2,2,68110,0.7123,0.3905
NISSAN,MICRA,2,3,21348,0.6252,0.3331
NISSAN,MICRA,2,4,4043,0.5654,0.1222
NISSAN,MICRA,2,5,666,0.533,0.036
NISSAN,MICRA,2,6,184,0.5,0.0189
NISSAN,MICRA,3,1,26142,0.7874,0.0416
NISSAN,MICRA,3,2,66479,0.6785,0.2241
NISSAN,MICRA,3,3,42504,0.5821,0.3476
NISSAN,MICRA,3,4,14686,0.5068,0.2389
NISSAN,MICRA,3,5,3374,0.489,0.099
NISSAN,MICRA,3,6,892,0.4641,0.0488
NISSAN,MICRA,4,1,18620,0.7951,0.0227
NISSAN,MICRA,4,2,72878,0.6688,0.1383
NISSAN,MICRA,4,3,79655,0.56,0.2841
NISSAN,MICRA,4,4,46330,0.4931,0.2883
NISSAN,MICRA,4,5,15629,0.4533,0.167
NISSAN,MICRA,4,6,5162,0.4413,0.0996
NISSAN,NOTE,1,1,17126,0.8997,0.3006
NISSAN,NOTE,1,2,18082,0.8564,0.5074
NISSAN,NOTE,1,3,3131,0.7713,0.1467
NISSAN,NOTE,1,4+5+6,531,0.6648,0.0454
NISSAN,NOTE,2,1,30154,0.8818,0.0994
NISSAN,NOTE,2,2,79152,0.802,0.3905
NISSAN,NOTE,2,3,38489,0.7051,0.3331
NISSAN,NOTE,2,4,9201,0.6148,0.1222
NISSAN,NOTE,2,5,1735,0.5752,0.036
NISSAN,NOTE,2,6,388,0.549,0.0189
NISSAN,NOTE,3,1,10897,0.8185,0.0416
NISSAN,NOTE,3,2,56825,0.7149,0.2241
NISSAN,NOTE,3,3,59436,0.6096,0.3476
NISSAN,NOTE,3,4,27801,0.5214,0.2389
NISSAN,NOTE,3,5,7936,0.47,0.099
NISSAN,NOTE,3,6,2365,0.4524,0.0488
NISSAN,NOTE,4,1,4153,0.7739,0.0227
NISSAN,NOTE,4,2,37743,0.6634,0.1383
NISSAN,NOTE,4,3,72795,0.5569,0.2841
NISSAN,NOTE,4,4,60326,0.4922,0.2883
NISSAN,NOTE,4,5,25644,0.4529,0.167
NISSAN,NOTE,4,6,8876,0.428,0.0996
NISSAN,QASHQAI,1,1,141653,0.8894,0.3006
NISSAN,QASHQAI,1,2,334600,0.8299,0.5074
NISSAN,QASHQAI,1,3,89898,0.7823,0.1467
NISSAN,QASHQAI,1,4,11759,0.7302,0.0315
NISSAN,QASHQAI,1,5,1767,0.7227,0.0089
NISSAN,QASHQAI,1,6,369,0.7236,0.0049
NISSAN,QASHQAI,2,1,27099,0.8626,0.0994
NISSAN,QASHQAI,2,2,232468,0.7834,0.3905
NISSAN,QASHQAI,2,3,251198,0.7005,0.3331
NISSAN,QASHQAI,2,4,83761,0.627,0.1222
NISSAN,QASHQAI,2,5,17203,0.5805,0.036
NISSAN,QASHQAI,2,6,4347,0.5602,0.0189
NISSAN,QASHQAI,3,1,4291,0.8206,0.0416
NISSAN,QASHQAI,3,2,64320,0.7051,0.2241
NISSAN,QASHQAI,3,3,179829,0.5743,0.3476
NISSAN,QASHQAI,3,4,153224,0.4893,0.2389
NISSAN,QASHQAI,3,5,55033,0.459,0.099
NISSAN,QASHQAI,3,6,15106,0.4552,0.0488
NISSAN,QASHQAI,4,1,923,0.7725,0.0227
NISSAN,QASHQAI,4,2,14283,0.642,0.1383
NISSAN,QASHQAI,4,3,64139,0.499,0.2841
NISSAN,QASHQAI,4,4,111111,0.4335,0.2883
NISSAN,QASHQAI,4,5,71994,0.4153,0.167
NISSAN,QASHQAI,4,6,27399,0.4094,0.0996
NISSAN,Qashqai J11A,1,1,141653,0.8894,0.3006
NISSAN,Qashqai J11A,1,2,334600,0.8299,0.5074
NISSAN,Qashqai J11A,1,3,89898,0.7823,0.1467
NISSAN,Qashqai J11A,1,4,11759,0.7302,0.0315
NISSAN,Qashqai J11A,1,5,1767,0.7227,0.0089
NISSAN,Qashqai J11A,1,6,369,0.7236,0.0049
NISSAN,Qashqai J11A,2,1,27099,0.8626,0.0994
NISSAN,Qashqai J11A,2,2,232468,0.7834,0.3905
NISSAN,Qashqai J11A,2,3,251198,0.7005,0.3331
NISSAN,Qashqai J11A,2,4,83761,0.627,0.1222
NISSAN,Qashqai J11A,2,5,17203,0.5805,0.036
NISSAN,Qashqai J11A,2,6,4347,0.5602,0.0189
NISSAN,Qashqai J11A,3,1,4291,0.8206,0.0416
NISSAN,Qashqai J11A,3,2,64320,0.7051,0.2241
NISSAN,Qashqai J11A,3,3,179829,0.5743,0.3476
NISSAN,Qashqai J11A,3,4,153224,0.4893,0.2389
NISSAN,Qashqai J11A,3,5,55033,0.459,0.099
NISSAN,Qashqai J11A,3,6,15106,0.4552,0.0488
NISSAN,Qashqai J11A,4,1,923,0.7725,0.0227
NISSAN,Qashqai J11A,4,2,14283,0.642,0.1383
NISSAN,Qashqai J11A,4,3,64139,0.499,0.2841
NISSAN,Qashqai J11A,4,4,111111,0.4335,0.2883
NISSAN,Qashqai J11A,4,5,71994,0.4153,0.167
NISSAN,Qashqai J11A,4,6,27399,0.4094,0.0996
NISSAN,X-TRAIL,1,1,19572,0.872,0.3006
NISSAN,X-TRAIL,1,2,68080,0.8225,0.5074
NISSAN,X-TRAIL,1,3,25421,0.78,0.1467
NISSAN,X-TRAIL,1,4,3784,0.736,0.0315
NISSAN,X-TRAIL,1,5,614,0.7313,0.0089
NISSAN,X-TRAIL,1,6,154,0.6818,0.0049
NISSAN,X-TRAIL,2,1,2629,0.8688,0.0994
NISSAN,X-TRAIL,2,2,31827,0.7891,0.3905
NISSAN,X-TRAIL,2,3,46621,0.7007,0.3331
NISSAN,X-TRAIL,2,4,17214,0.6365,0.1222
NISSAN,X-TRAIL,2,5,3613,0.6012,0.036
NISSAN,X-TRAIL,2,6,983,0.5941,0.0189
NISSAN,X-TRAIL,3,1,237,0.8608,0.0416
NISSAN,X-TRAIL,3,2,2883,0.7513,0.2241
NISSAN,X-TRAIL,3,3,8542,0.6417,0.3476
NISSAN,X-TRAIL,3,4,8881,0.563,0.2389
NISSAN,X-TRAIL,3,5,3963,0.512,0.099
NISSAN,X-TRAIL,3,6,1399,0.5104,0.0488
NISSAN,X-TRAIL,4,1,196,0.8622,0.0227
NISSAN,X-TRAIL,4,2,1984,0.7152,0.1383
NISSAN,X-TRAIL,4,3,7619,0.6072,0.2841
NISSAN,X-TRAIL,4,4,15768,0.52,0.2883
NISSAN,X-TRAIL,4,5,14270,0.4744,0.167
NISSAN,X-TRAIL,4,6,7410,0.4615,0.0996
OPEL,ASTRA,1,1,84663,0.8932,0.3006
OPEL,ASTRA,1,2,203696,0.8164,0.5074
OPEL,ASTRA,1,3,75904,0.7555,0.1467
OPEL,ASTRA,1,4,16686,0.7301,0.0315
OPEL,ASTRA,1,5,4237,0.7116,0.0089
OPEL,ASTRA,1,6,1504,0.6789,0.0049
OPEL,ASTRA,2,1,34509,0.8586,0.0994
OPEL,ASTRA,2,2,214150,0.7636,0.3905
OPEL,ASTRA,2,3,233433,0.689,0.3331
OPEL,ASTRA,2,4,94061,0.6417,0.1222
OPEL,ASTRA,2,5,27297,0.6313,0.036
OPEL,ASTRA,2,6,10626,0.611,0.0189
OPEL,ASTRA,3,1,10975,0.8213,0.0416
OPEL,ASTRA,3,2,98763,0.7278,0.2241
OPEL,ASTRA,3,3,232073,0.6509,0.3476
OPEL,ASTRA,3,4,182923,0.6039,0.2389
OPEL,ASTRA,3,5,72672,0.5857,0.099
OPEL,ASTRA,3,6,30606,0.5772,0.0488
OPEL,ASTRA,4,1,6773,0.7785,0.0227
OPEL,ASTRA,4,2,64232,0.6768,0.1383
OPEL,ASTRA,4,3,188914,0.5888,0.2841
OPEL,ASTRA,4,4,222363,0.5331,0.2883
OPEL,ASTRA,4,5,116554,0.502,0.167
OPEL,ASTRA,4,6,52814,0.5011,0.0996
OPEL,ASTRA SPORTS TOURER,1,1,84663,0.8932,0.3006
OPEL,ASTRA SPORTS TOURER,1,2,203696,0.8164,0.5074
OPEL,ASTRA SPORTS TOURER,1,3,75904,0.7555,0.1467
OPEL,ASTRA SPORTS TOURER,1,4,16686,0.7301,0.0315
OPEL,ASTRA SPORTS TOURER,1,5,4237,0.7116,0.0089
OPEL,ASTRA SPORTS TOURER,1,6,1504,0.6789,0.0049
OPEL,ASTRA SPORTS TOURER,2,1,34509,0.8586,0.0994
OPEL,ASTRA SPORTS TOURER,2,2,214150,0.7636,0.3905
OPEL,ASTRA SPORTS TOURER,2,3,233433,0.689,0.3331
OPEL,ASTRA SPORTS TOURER,2,4,94061,0.6417,0.1222
OPEL,ASTRA SPORTS TOURER,2,5,27297,0.6313,0.036
OPEL,ASTRA SPORTS TOURER,2,6,10626,0.611,0.0189
OPEL,ASTRA SPORTS TOURER,3,1,10975,0.8213,0.0416
OPEL,ASTRA SPORTS TOURER,3,2,98763,0.7278,0.2241
OPEL,ASTRA SPORTS TOURER,3,3,232073,0.6509,0.3476
OPEL,ASTRA SPORTS TOURER,3,4,182923,0.6039,0.2389
OPEL,ASTRA SPORTS TOURER,3,5,72672,0.5857,0.099
OPEL,ASTRA SPORTS TOURER,3,6,30606,0.5772,0.0488
OPEL,ASTRA SPORTS TOURER,4,1,6773,0.7785,0.0227
OPEL,ASTRA SPORTS TOURER,4,2,64232,0.6768,0.1383
OPEL,ASTRA SPORTS TOURER,4,3,188914,0.5888,0.2841
OPEL,ASTRA SPORTS TOURER,4,4,222363,0.5331,0.2883
OPEL,ASTRA SPORTS TOURER,4,5,116554,0.502,0.167
OPEL,ASTRA SPORTS TOURER,4,6,52814,0.5011,0.0996
OPEL,CORSA,1,1,252977,0.8268,0.3006
OPEL,CORSA,1,2,326993,0.7762,0.5074
OPEL,CORSA,1,3,65419,0.7035,0.1467
OPEL,CORSA,1,4,9491,0.6809,0.0315
OPEL,CORSA,1,5,2008,0.6703,0.0089
OPEL,CORSA,1,6,654,0.6835,0.0049
OPEL,CORSA,2,1,103891,0.7739,0.0994
OPEL,CORSA,2,2,420003,0.6786,0.3905
OPEL,CORSA,2,3,282932,0.6024,0.3331
OPEL,CORSA,2,4,70104,0.5647,0.1222
OPEL,CORSA,2,5,13143,0.5657,0.036
OPEL,CORSA,2,6,3734,0.59,0.0189
OPEL,CORSA,3,1,38289,0.7465,0.0416
OPEL,CORSA,3,2,241891,0.638,0.2241
OPEL,CORSA,3,3,346561,0.5644,0.3476
OPEL,CORSA,3,4,157666,0.5271,0.2389
OPEL,CORSA,3,5,34757,0.5156,0.099
OPEL,CORSA,3,6,7498,0.5216,0.0488
OPEL,CORSA,4,1,20492,0.7276,0.0227
OPEL,CORSA,4,2,139870,0.6179,0.1383
OPEL,CORSA,4,3,284585,0.5356,0.2841
OPEL,CORSA,4,4,208155,0.4934,0.2883
OPEL,CORSA,4,5,61569,0.4784,0.167
OPEL,CORSA,4,6,14285,0.4768,0.0996
OPEL,Crossland X,1,1,10179,0.8884,0.3006
OPEL,Crossland X,1,2,10032,0.8419,0.5074
OPEL,Crossland X,1,3+4+5+6,1225,0.7984,0.192
OPEL,Grandland X,1,1,12635,0.9038,0.3006
OPEL,Grandland X,1,2,18756,0.8451,0.5074
OPEL,Grandland X,1,3,2632,0.7869,0.1467
OPEL,Grandland X,1,4+5+6,216,0.7963,0.0454
OPEL,INSIGNIA,1,1,13307,0.8502,0.3006
OPEL,INSIGNIA,1,2,65804,0.7944,0.5074
OPEL,INSIGNIA,1,3,50069,0.7453,0.1467
OPEL,INSIGNIA,1,4,16969,0.7197,0.0315
OPEL,INSIGNIA,1,5,4982,0.7202,0.0089
OPEL,INSIGNIA,1,6,1960,0.6801,0.0049
OPEL,INSIGNIA,2,1,4148,0.8474,0.0994
OPEL,INSIGNIA,2,2,46087,0.7589,0.3905
OPEL,INSIGNIA,2,3,100755,0.697,0.3331
OPEL,INSIGNIA,2,4,77146,0.6571,0.1222
OPEL,INSIGNIA,2,5,35280,0.6438,0.036
OPEL,INSIGNIA,2,6,18395,0.6302,0.0189
OPEL,INSIGNIA,3,1,1299,0.8206,0.0416
OPEL,INSIGNIA,3,2,16805,0.7557,0.2241
OPEL,INSIGNIA,3,3,64780,0.6752,0.3476
OPEL,INSIGNIA,3,4,90367,0.6353,0.2389
OPEL,INSIGNIA,3,5,57525,0.6145,0.099
OPEL,INSIGNIA,3,6,31660,0.6026,0.0488
OPEL,INSIGNIA,4,1,461,0.8134,0.0227
OPEL,INSIGNIA,4,2,4892,0.7324,0.1383
OPEL,INSIGNIA,4,3,20675,0.6508,0.2841
OPEL,INSIGNIA,4,4,34786,0.5981,0.2883
OPEL,INSIGNIA,4,5,24980,0.5831,0.167
OPEL,INSIGNIA,4,6,13361,0.5735,0.0996
OPEL,KARL,1,1,45760,0.8857,0.3006
OPEL,KARL,1,2,27343,0.8308,0.5074
OPEL,KARL,1,3,3559,0.7592,0.1467
OPEL,KARL,1,4+5+6,413,0.6368,0.0454
OPEL,KARL,2,1,21579,0.8724,0.0994
OPEL,KARL,2,2,31300,0.7756,0.3905
OPEL,KARL,2,3,9297,0.6776,0.3331
OPEL,KARL,2,4,1474,0.6031,0.1222
OPEL,KARL,2,5+6,270,0.5889,0.0549
OPEL,KARL,3,1,273,0.7363,0.0416
OPEL,KARL,3,2,562,0.7153,0.2241
OPEL,KARL,3,3+4+5+6,412,0.6772,0.7343
OPEL,MERIVA,1,1,11659,0.8677,0.3006
OPEL,MERIVA,1,2,13754,0.7733,0.5074
OPEL,MERIVA,1,3,2559,0.6886,0.1467
OPEL,MERIVA,1,4+5+6,354,0.6299,0.0454
OPEL,MERIVA,2,1,14405,0.8298,0.0994
OPEL,MERIVA,2,2,42357,0.7455,0.3905
OPEL,MERIVA,2,3,21573,0.6593,0.3331
OPEL,MERIVA,2,4,4501,0.5996,0.1222
OPEL,MERIVA,2,5,738,0.5583,0.036
OPEL,MERIVA,2,6,147,0.6054,0.0189
OPEL,MERIVA,3,1,4937,0.8074,0.0416
OPEL,MERIVA,3,2,36231,0.7131,0.2241
OPEL,MERIVA,3,3,51386,0.6361,0.3476
OPEL,MERIVA,3,4,22898,0.5757,0.2389
OPEL,MERIVA,3,5,4718,0.5259,0.099
OPEL,MERIVA,3,6,992,0.502,0.0488
OPEL,MERIVA,4,1,2184,0.7436,0.0227
OPEL,MERIVA,4,2,21592,0.6209,0.1383
OPEL,MERIVA,4,3,45571,0.5383,0.2841
OPEL,MERIVA,4,4,30866,0.4811,0.2883
OPEL,MERIVA,4,5,8461,0.4557,0.167
OPEL,MERIVA,4,6,1672,0.4396,0.0996
OPEL,Mokka,1,1,110081,0.8639,0.3006
OPEL,Mokka,1,2,182607,0.761,0.5074
OPEL,Mokka,1,3,38161,0.657,0.1467
OPEL,Mokka,1,4,3654,0.6073,0.0315
OPEL,Mokka,1,5,437,0.6156,0.0089
OPEL,Mokka,1,6,103,0.5728,0.0049
OPEL,Mokka,2,1,34610,0.8431,0.0994
OPEL,Mokka,2,2,184109,0.7145,0.3905
OPEL,Mokka,2,3,131785,0.6189,0.3331
OPEL,Mokka,2,4,32102,0.5641,0.1222
OPEL,Mokka,2,5,5671,0.5551,0.036
OPEL,Mokka,2,6,1284,0.5327,0.0189
OPEL,Mokka,3,1,2410,0.8456,0.0416
OPEL,Mokka,3,2,22474,0.7079,0.2241
OPEL,Mokka,3,3,39750,0.6154,0.3476
OPEL,Mokka,3,4,20542,0.5703,0.2389
OPEL,Mokka,3,5,5830,0.5472,0.099
OPEL,Mokka,3,6,1472,0.5346,0.0488
OPEL,ZAFIRA,1,1,16074,0.8526,0.3006
OPEL,ZAFIRA,1,2,40409,0.7737,0.5074
OPEL,ZAFIRA,1,3,12578,0.7196,0.1467
OPEL,ZAFIRA,1,4,2614,0.7016,0.0315
OPEL,ZAFIRA,1,5,791,0.7459,0.0089
OPEL,ZAFIRA,1,6,503,0.7296,0.0049
OPEL,ZAFIRA,2,1,9371,0.8591,0.0994
OPEL,ZAFIRA,2,2,75048,0.7556,0.3905
OPEL,ZAFIRA,2,3,89002,0.673,0.3331
OPEL,ZAFIRA,2,4,34555,0.6269,0.1222
OPEL,ZAFIRA,2,5,9838,0.6192,0.036
OPEL,ZAFIRA,2,6,6441,0.623,0.0189
OPEL,ZAFIRA,3,1,3018,0.8479,0.0416
OPEL,ZAFIRA,3,2,32721,0.7217,0.2241
OPEL,ZAFIRA,3,3,89178,0.6274,0.3476
OPEL,ZAFIRA,3,4,73399,0.568,0.2389
OPEL,ZAFIRA,3,5,25894,0.5384,0.099
OPEL,ZAFIRA,3,6,10232,0.5453,0.0488
OPEL,ZAFIRA,4,1,738,0.771,0.0227
OPEL,ZAFIRA,4,2,11957,0.6759,0.1383
OPEL,ZAFIRA,4,3,57765,0.5684,0.2841
OPEL,ZAFIRA,4,4,87944,0.5037,0.2883
OPEL,ZAFIRA,4,5,45333,0.48,0.167
OPEL,ZAFIRA,4,6,15068,0.4792,0.0996
PEUGEOT,107,2,1,12559,0.8466,0.0994
PEUGEOT,107,2,2,27736,0.7615,0.3905
PEUGEOT,107,2,3,12241,0.6777,0.3331
PEUGEOT,107,2,4,2205,0.6163,0.1222
PEUGEOT,107,2,5+6,402,0.5846,0.0549
PEUGEOT,107,3,1,19106,0.8212,0.0416
PEUGEOT,107,3,2,68512,0.7343,0.2241
PEUGEOT,107,3,3,58686,0.636,0.3476
PEUGEOT,107,3,4,18035,0.5698,0.2389
PEUGEOT,107,3,5,3372,0.5255,0.099
PEUGEOT,107,3,6,704,0.4986,0.0488
PEUGEOT,107,4,1,11065,0.7762,0.0227
PEUGEOT,107,4,2,50321,0.6665,0.1383
PEUGEOT,107,4,3,74317,0.5596,0.2841
PEUGEOT,107,4,4,43622,0.5013,0.2883
PEUGEOT,107,4,5,11310,0.4722,0.167
PEUGEOT,107,4,6,2372,0.4397,0.0996
PEUGEOT,108,1,1,64057,0.876,0.3006
PEUGEOT,108,1,2,42276,0.8179,0.5074
PEUGEOT,108,1,3,4706,0.735,0.1467
PEUGEOT,108,1,4+5+6,511,0.6712,0.0454
PEUGEOT,108,2,1,37128,0.8674,0.0994
PEUGEOT,108,2,2,73494,0.8005,0.3905
PEUGEOT,108,2,3,22495,0.7095,0.3331
PEUGEOT,108,2,4,3041,0.6376,0.1222
PEUGEOT,108,2,5+6,454,0.5727,0.0549
PEUGEOT,108,3,1,2488,0.8497,0.0416
PEUGEOT,108,3,2,8108,0.7811,0.2241
PEUGEOT,108,3,3,4938,0.6772,0.3476
PEUGEOT,108,3,4,932,0.6255,0.2389
PEUGEOT,108,3,5+6,165,0.5697,0.1479
PEUGEOT,2008,1,1,61379,0.8728,0.3006
PEUGEOT,2008,1,2,99808,0.7614,0.5074
PEUGEOT,2008,1,3,19228,0.6782,0.1467
PEUGEOT,2008,1,4,1849,0.6506,0.0315
PEUGEOT,2008,1,5+6,253,0.5613,0.0139
PEUGEOT,2008,2,1,13760,0.8472,0.0994
PEUGEOT,2008,2,2,77409,0.7076,0.3905
PEUGEOT,2008,2,3,60735,0.6139,0.3331
PEUGEOT,2008,2,4,15360,0.5656,0.1222
PEUGEOT,2008,2,5,2498,0.5717,0.036
PEUGEOT,2008,2,6,431,0.5104,0.0189
PEUGEOT,2008,3,1,1023,0.8338,0.0416
PEUGEOT,2008,3,2,8967,0.6835,0.2241
PEUGEOT,2008,3,3,15802,0.5836,0.3476
PEUGEOT,2008,3,4,8330,0.5299,0.2389
PEUGEOT,2008,3,5,2062,0.5165,0.099
PEUGEOT,2008,3,6,410,0.5,0.0488
PEUGEOT,206 +,3,1+2,138,0.7391,0.2657
PEUGEOT,206 +,3,3,132,0.5076,0.3476
PEUGEOT,206 +,3,4+5+6,100,0.56,0.3867
PEUGEOT,206 +,4,1,1932,0.8069,0.0227
PEUGEOT,206 +,4,2,9948,0.6189,0.1383
PEUGEOT,206 +,4,3,14134,0.5092,0.2841
PEUGEOT,206 +,4,4,8107,0.4582,0.2883
PEUGEOT,206 +,4,5,2685,0.4499,0.167
PEUGEOT,206 +,4,6,864,0.4572,0.0996
PEUGEOT,207,2,1,1866,0.8215,0.0994
PEUGEOT,207,2,2,5467,0.6751,0.3905
PEUGEOT,207,2,3,4193,0.5791,0.3331
PEUGEOT,207,2,4,1487,0.5407,0.1222
PEUGEOT,207,2,5,392,0.4821,0.036
PEUGEOT,207,2,6,113,0.3894,0.0189
PEUGEOT,207,3,1,8554,0.7722,0.0416
PEUGEOT,207,3,2,50170,0.6135,0.2241
PEUGEOT,207,3,3,69610,0.5107,0.3476
PEUGEOT,207,3,4,35895,0.4605,0.2389
PEUGEOT,207,3,5,10644,0.4496,0.099
PEUGEOT,207,3,6,3084,0.4442,0.0488
PEUGEOT,207,4,1,9504,0.7305,0.0227
PEUGEOT,207,4,2,69423,0.5773,0.1383
PEUGEOT,207,4,3,131495,0.4833,0.2841
PEUGEOT,207,4,4,90436,0.4419,0.2883
PEUGEOT,207,4,5,34701,0.4361,0.167
PEUGEOT,207,4,6,12023,0.4336,0.0996
PEUGEOT,208,1,1,83577,0.8594,0.3006
PEUGEOT,208,1,2,100318,0.7554,0.5074
PEUGEOT,208,1,3,19982,0.6789,0.1467
PEUGEOT,208,1,4,2742,0.6473,0.0315
PEUGEOT,208,1,5+6,547,0.649,0.0139
PEUGEOT,208,2,1,39120,0.8543,0.0994
PEUGEOT,208,2,2,149804,0.7256,0.3905
PEUGEOT,208,2,3,95818,0.621,0.3331
PEUGEOT,208,2,4,22183,0.5708,0.1222
PEUGEOT,208,2,5,3883,0.548,0.036
PEUGEOT,208,2,6,912,0.5614,0.0189
PEUGEOT,208,3,1,8292,0.8398,0.0416
PEUGEOT,208,3,2,54342,0.6865,0.2241
PEUGEOT,208,3,3,73781,0.5737,0.3476
PEUGEOT,208,3,4,29709,0.5281,0.2389
PEUGEOT,208,3,5,6547,0.5192,0.099
PEUGEOT,208,3,6,1554,0.5006,0.0488
PEUGEOT,208,4,1+2,754,0.7016,0.161
PEUGEOT,208,4,3,1432,0.574,0.2841
PEUGEOT,208,4,4,923,0.5233,0.2883
PEUGEOT,208,4,5+6,347,0.4784,0.2665
PEUGEOT,3008,1,1,41039,0.8858,0.3006
PEUGEOT,3008,1,2,102570,0.8111,0.5074
PEUGEOT,3008,1,3,27040,0.7464,0.1467
PEUGEOT,3008,1,4,4050,0.7119,0.0315
PEUGEOT,3008,1,5,705,0.7163,0.0089
PEUGEOT,3008,1,6,160,0.7375,0.0049
PEUGEOT,3008,2,1,5707,0.8269,0.0994
PEUGEOT,3008,2,2,45758,0.7154,0.3905
